,ngram,count
0,PROPN PROPN NOUN PROPN,308
1,PROPN NOUN PROPN PUNCT,235
2,NOUN PROPN PUNCT NOUN,55
3,PROPN PUNCT NOUN PUNCT,785
4,PUNCT NOUN PUNCT VERB,399
5,NOUN PUNCT VERB PUNCT,488
6,PUNCT VERB PUNCT _,503
7,VERB PUNCT _ _,10081
8,PROPN PROPN VERB SCONJ,789
9,PROPN VERB SCONJ PROPN,217
10,VERB SCONJ PROPN AUX,338
11,SCONJ PROPN AUX ADJ,70
12,PROPN AUX ADJ PART,128
13,AUX ADJ PART VERB,1669
14,ADJ PART VERB ADP,551
15,PART VERB ADP DET,2820
16,VERB ADP DET NOUN,15666
17,ADP DET NOUN CCONJ,3891
18,DET NOUN CCONJ NOUN,2628
19,NOUN CCONJ NOUN ADP,3240
20,CCONJ NOUN ADP PROPN,542
21,NOUN ADP PROPN ADP,1823
22,ADP PROPN ADP ADJ,220
23,PROPN ADP ADJ NOUN,412
24,ADP ADJ NOUN PUNCT,6625
25,ADJ NOUN PUNCT _,15042
26,NOUN PUNCT _ _,55856
27,ADV ADP VERB NOUN,106
28,ADP VERB NOUN PUNCT,679
29,VERB NOUN PUNCT DET,339
30,NOUN PUNCT DET ADJ,1662
31,PUNCT DET ADJ NOUN,3487
32,DET ADJ NOUN PUNCT,12573
33,ADJ NOUN PUNCT ADP,1223
34,NOUN PUNCT ADP PROPN,603
35,PUNCT ADP PROPN NOUN,104
36,ADP PROPN NOUN ADP,404
37,PROPN NOUN ADP PROPN,1051
38,NOUN ADP PROPN PART,1900
39,ADP PROPN PART PROPN,554
40,PROPN PART PROPN NOUN,259
41,PART PROPN NOUN PUNCT,155
42,PROPN NOUN PUNCT VERB,437
43,NOUN PUNCT VERB DET,1733
44,PUNCT VERB DET NOUN,2466
45,VERB DET NOUN ADP,14595
46,DET NOUN ADP NOUN,10982
47,NOUN ADP NOUN VERB,1804
48,ADP NOUN VERB NOUN,229
49,NOUN VERB NOUN PUNCT,533
50,VERB NOUN PUNCT NOUN,619
51,NOUN PUNCT NOUN PUNCT,3285
52,PUNCT NOUN PUNCT NOUN,1758
53,NOUN PUNCT NOUN PART,107
54,PUNCT NOUN PART VERB,128
55,NOUN PART VERB NOUN,1780
56,PART VERB NOUN NOUN,588
57,VERB NOUN NOUN DET,72
58,NOUN NOUN DET VERB,506
59,NOUN DET VERB ADP,610
60,DET VERB ADP ADJ,131
61,VERB ADP ADJ NOUN,3745
62,ADP ADJ NOUN ADP,3396
63,ADJ NOUN ADP NOUN,5946
64,NOUN ADP NOUN CCONJ,3055
65,ADP NOUN CCONJ NOUN,2502
66,NOUN CCONJ NOUN PRON,194
