,ngram,count
0,PROPN PROPN,84546
1,PROPN NOUN,17612
2,NOUN PROPN,8274
3,PROPN PUNCT,69577
4,PUNCT NOUN,21448
5,NOUN PUNCT,132975
6,PUNCT VERB,21539
7,VERB PUNCT,21129
8,PUNCT _,109217
9,_ _,120433
10,PROPN VERB,20683
11,VERB SCONJ,12839
12,SCONJ PROPN,4540
13,PROPN AUX,12451
14,AUX ADJ,12126
15,ADJ PART,3680
16,PART VERB,38289
17,VERB ADP,63033
18,ADP DET,113169
19,DET NOUN,156275
20,NOUN CCONJ,32359
21,CCONJ NOUN,16326
22,NOUN ADP,133598
23,ADP PROPN,54366
24,PROPN ADP,18830
25,ADP ADJ,23973
26,ADJ NOUN,114374
27,ADV ADP,8867
28,ADP VERB,9797
29,VERB NOUN,28640
30,PUNCT DET,24541
31,DET ADJ,62035
32,PUNCT ADP,11077
33,PROPN PART,11921
34,PART PROPN,2547
35,VERB DET,55225
36,ADP NOUN,47514
37,NOUN VERB,42979
38,NOUN PART,17611
39,NOUN NOUN,51770
40,NOUN DET,10379
41,DET VERB,11818
42,NOUN PRON,7255
43,PRON VERB,37579
44,VERB PRON,15117
45,PRON ADP,3750
46,NUM ADJ,2288
47,VERB AUX,7944
48,AUX DET,17063
49,PUNCT ADJ,15165
50,NOUN AUX,32434
51,AUX PART,10884
52,PUNCT PRON,15594
53,PUNCT CCONJ,16908
54,CCONJ PART,1116
55,PART ADV,2731
56,ADV ADV,8062
57,ADV PUNCT,16761
58,ADJ ADP,9866
59,CCONJ PRON,5245
60,AUX VERB,38581
61,DET PUNCT,4291
62,ADJ PUNCT,15181
63,ADV VERB,21303
64,NOUN SCONJ,9112
65,SCONJ DET,15408
66,DET PROPN,28847
67,PUNCT PROPN,28669
68,CCONJ DET,10930
69,CCONJ AUX,2260
70,AUX ADV,15519
71,ADJ PROPN,11247
72,VERB ADV,14063
73,DET DET,2969
74,VERB VERB,15180
75,SCONJ ADP,2901
76,ADP PRON,7369
77,PRON DET,2150
78,DET ADV,4567
79,ADV ADJ,12799
80,PUNCT PUNCT,19115
81,AUX NOUN,3786
82,PART NUM,477
83,NUM NOUN,15485
84,NOUN ADJ,4322
85,ADP CCONJ,893
86,ADJ ADJ,15256
87,PROPN CCONJ,13218
88,PRON AUX,29061
89,ADV AUX,4822
90,PRON SCONJ,1182
91,SCONJ NOUN,4342
92,ADP NUM,8852
93,NUM NUM,1564
94,CCONJ SYM,749
95,SYM NUM,2006
96,NUM PUNCT,10479
97,PUNCT ADV,10208
98,ADV PROPN,1440
99,PUNCT AUX,5232
100,AUX AUX,5525
101,PART ADJ,4164
102,ADV NOUN,2372
103,PART NOUN,9491
104,AUX ADP,4092
105,ADJ SCONJ,5126
106,VERB ADJ,14413
107,ADJ DET,604
108,PROPN PRON,1284
109,ADP ADP,4501
110,CCONJ VERB,13041
111,ADV PART,1816
112,DET NUM,3622
113,NOUN ADV,12640
114,CCONJ ADP,2714
115,NUM ADP,3867
116,PRON PUNCT,6016
117,ADP PUNCT,4335
118,ADJ AUX,788
119,CCONJ ADV,5776
120,ADV DET,6810
121,ADJ VERB,1578
122,VERB PART,15622
123,VERB CCONJ,4835
124,PART AUX,6951
125,ADP SCONJ,717
126,ADV PRON,5411
127,PRON ADV,4912
128,CCONJ ADJ,9101
129,PUNCT PART,1659
130,ADJ CCONJ,5776
131,ADP ADV,3607
132,ADV _,130
133,PROPN NUM,5952
134,PRON NOUN,655
135,SCONJ PUNCT,1221
136,CCONJ PROPN,11285
137,PUNCT NUM,4582
138,PUNCT SCONJ,5326
139,ADJ NUM,1398
140,NOUN NUM,1158
141,ADV SCONJ,3362
142,VERB NUM,2748
143,AUX SCONJ,1223
144,PROPN SCONJ,1649
145,SCONJ ADV,1045
146,PRON PROPN,432
147,PROPN _,6653
148,CCONJ PUNCT,1067
149,VERB PROPN,9276
150,PROPN ADV,3152
151,SCONJ PRON,9729
152,SCONJ NUM,1923
153,NUM VERB,820
154,DET PRON,1901
155,PRON PRON,1953
156,SCONJ ADJ,2997
157,PART PART,489
158,PROPN ADJ,1343
159,NUM _,819
160,VERB _,356
161,SCONJ PART,378
162,PROPN DET,1723
163,AUX PRON,2871
164,SCONJ VERB,1857
165,ADV CCONJ,1553
