,ngram,count
0,DET NOUN PUNCT,3862
1,NOUN PUNCT _,66952
2,PUNCT _ _,129371
3,NOUN NOUN PUNCT,27573
4,VERB NUM NUM,6020
5,NUM NUM NOUN,8664
6,NUM NOUN VERB,5075
7,NOUN VERB NOUN,15805
8,VERB NOUN PUNCT,19149
9,NOUN PUNCT NUM,1073
10,PUNCT NUM NUM,1141
11,NUM NUM ADP,470
12,NUM ADP ADJ,44
13,ADP ADJ NOUN,1734
14,ADJ NOUN NOUN,5036
15,NOUN NOUN PROPN,3169
16,NOUN PROPN VERB,1925
17,PROPN VERB PART,2072
18,VERB PART PROPN,1939
19,PART PROPN PROPN,576
20,PROPN PROPN NOUN,2410
21,PROPN NOUN ADP,1545
22,NOUN ADP VERB,922
23,ADP VERB PART,685
24,VERB PART VERB,3533
25,PART VERB NOUN,2580
26,NOUN PART VERB,7393
27,PART VERB ADJ,333
28,VERB ADJ NOUN,6781
29,ADJ NOUN PROPN,799
30,NOUN PROPN PROPN,2236
31,PROPN PROPN PROPN,1413
32,PROPN PROPN PUNCT,2971
33,PROPN PUNCT _,4672
34,DET NUM NOUN,3029
35,NOUN VERB PART,9057
36,VERB PART NOUN,16452
37,PART NOUN VERB,8104
38,NOUN VERB ADP,2871
39,VERB ADP NOUN,4759
40,ADP NOUN VERB,6117
41,VERB PART NUM,2120
42,PART NUM NUM,2361
43,NUM NUM VERB,1901
44,NUM VERB PART,616
45,PART NOUN PUNCT,25617
46,NOUN PUNCT NOUN,11278
47,PUNCT NOUN VERB,3247
48,NOUN VERB NUM,2828
49,NUM NOUN ADV,2438
50,NOUN ADV VERB,23955
51,ADV VERB ADV,3457
52,VERB ADV ADV,801
53,ADV ADV ADV,2182
54,ADV ADV VERB,13969
55,ADV VERB NOUN,16269
56,VERB NOUN VERB,9326
57,NOUN VERB CCONJ,571
58,VERB CCONJ NOUN,463
59,CCONJ NOUN VERB,1640
60,PUNCT NOUN NOUN,6817
61,NOUN NOUN ADP,2681
62,NOUN ADP NOUN,5466
63,NOUN VERB PRON,2194
64,VERB PRON PART,2950
65,PRON PART NOUN,5426
66,PRON ADV VERB,7730
67,ADV VERB DET,2672
68,VERB DET NUM,1495
69,DET NUM VERB,205
70,NUM VERB NOUN,854
71,PART NOUN ADV,4869
72,VERB ADV VERB,7327
73,ADV VERB PUNCT,15071
74,VERB PUNCT _,34372
75,ADV PUNCT _,1671
76,ADV VERB VERB,13466
77,VERB VERB DET,2013
78,NOUN ADV ADP,2350
79,ADV ADP DET,514
80,ADP DET VERB,178
81,DET VERB ADV,30
82,VERB ADV PART,158
83,ADV PART NOUN,139
84,NOUN PUNCT PROPN,4961
85,PUNCT PROPN NOUN,4321
86,PROPN NOUN VERB,6367
87,NOUN VERB PROPN,4303
88,VERB PROPN PUNCT,2956
89,PROPN NOUN PROPN,2837
90,PROPN NOUN PUNCT,5568
91,ADV VERB ADP,3181
92,VERB ADP PROPN,2348
93,ADP PROPN PART,1952
94,PROPN PART NOUN,6051
95,PART NOUN PART,4072
96,NOUN PART NOUN,24438
97,PRON ADV ADP,658
98,ADV ADP NOUN,4051
99,ADP NOUN NOUN,8082
100,NOUN NOUN VERB,16527
101,PART PROPN NOUN,2792
102,NOUN PUNCT ADV,6052
103,PUNCT ADV ADP,1110
104,ADV ADP PROPN,1701
105,ADP PROPN NOUN,4302
106,PUNCT ADV VERB,5262
107,ADV VERB PART,8460
108,PART NOUN NOUN,12384
109,ADP PRON PART,1326
110,PRON PART NUM,109
111,NUM NOUN PUNCT,6356
112,PUNCT NOUN PART,1607
113,NOUN PART PUNCT,8568
114,PART PUNCT NOUN,1168
115,PART PUNCT PUNCT,341
116,PUNCT PUNCT _,4328
117,SCONJ ADP NOUN,91
118,NOUN NOUN PART,12293
119,PART PUNCT _,11362
120,PROPN NOUN PART,4397
121,NOUN PART PROPN,1576
122,PART PROPN VERB,458
123,PROPN VERB PUNCT,3391
124,VERB PUNCT PROPN,1693
125,PUNCT PROPN PROPN,2672
126,ADV VERB PROPN,3762
127,VERB NOUN NOUN,17098
128,PART PROPN PRON,15
129,PROPN PRON NOUN,53
130,PRON NOUN CCONJ,78
131,NOUN CCONJ PROPN,1092
132,CCONJ PROPN PRON,13
133,PROPN PRON PUNCT,24
134,PRON PUNCT _,1950
135,VERB ADJ PART,1133
136,ADJ PART NOUN,3262
137,PRON VERB VERB,3842
138,VERB VERB NOUN,11711
139,VERB NOUN PART,9551
140,ADP NOUN PART,4965
141,PART VERB VERB,1206
142,VERB VERB VERB,5342
143,NOUN NOUN NOUN,18610
144,DET NOUN ADV,2698
145,VERB PART PUNCT,5270
146,SCONJ NOUN VERB,357
147,VERB NUM NOUN,3900
148,NUM NOUN NOUN,3692
149,ADV VERB NUM,3677
150,NUM NOUN ADJ,107
151,NOUN ADJ NOUN,2247
152,ADJ NOUN PUNCT,9595
153,VERB PROPN NOUN,6975
154,VERB ADP DET,675
155,ADP DET NOUN,1927
156,DET NOUN VERB,3576
157,ADV ADV PROPN,120
158,ADV PROPN VERB,315
159,PROPN VERB ADV,505
160,VERB PART DET,930
161,PART DET NOUN,910
162,DET NOUN PART,2206
163,ADP DET NUM,694
164,DET NUM NUM,1428
165,NOUN VERB VERB,10879
166,VERB VERB PART,4656
167,PART NOUN CCONJ,2344
168,NOUN CCONJ NOUN,11067
169,NOUN VERB PUNCT,15964
170,NOUN PROPN ADP,548
171,PROPN ADP NOUN,1560
172,PART VERB X,25
173,VERB X VERB,382
174,X VERB VERB,526
175,NUM NUM PART,1821
176,NUM PART PROPN,282
177,PROPN PUNCT NUM,330
178,NUM PART NOUN,1608
179,NOUN PROPN PUNCT,2831
180,ADP PRON ADP,218
181,PRON ADP NOUN,1379
182,PART VERB PART,2972
183,NOUN PUNCT VERB,6734
184,PUNCT VERB NOUN,4025
185,ADV ADV NUM,250
186,ADV NUM NUM,1209
187,NUM PART NUM,29
188,NUM VERB PRON,63
189,VERB PRON PUNCT,1963
190,PROPN PROPN CCONJ,286
191,PROPN CCONJ PROPN,2160
192,CCONJ PROPN NOUN,1225
193,PROPN NOUN NUM,372
194,NOUN NUM NUM,1856
195,NUM NOUN ADP,950
196,NOUN ADP ADP,99
197,ADP ADP NOUN,312
198,NOUN PART X,170
199,PART X VERB,184
200,X VERB PUNCT,645
201,NUM NOUN PART,2968
202,VERB ADP VERB,875
203,ADP VERB NOUN,2097
204,PROPN VERB VERB,1774
205,VERB VERB ADV,1613
206,VERB ADV X,113
207,ADV X VERB,702
208,X VERB ADP,121
209,NOUN PART PART,2245
210,PART PART NOUN,1926
211,ADP PROPN NUM,153
212,PROPN NUM PART,29
213,PROPN ADP PROPN,1385
214,ADP PROPN DET,98
215,PROPN DET ADP,11
216,DET ADP NOUN,187
217,VERB PART PRON,823
218,PART PRON PART,297
219,PROPN NOUN NOUN,8499
220,VERB PART ADJ,1607
221,PART ADJ PART,164
222,VERB VERB ADP,1241
223,ADP PRON X,27
224,PRON X NOUN,84
225,X NOUN VERB,914
226,VERB NOUN CCONJ,2864
227,CCONJ NOUN NOUN,4581
228,PART NOUN PROPN,861
229,NOUN PROPN CCONJ,277
230,PROPN CCONJ NUM,66
231,CCONJ NUM NUM,551
232,NOUN VERB ADJ,1955
233,ADJ NOUN VERB,3638
234,PUNCT NOUN PROPN,942
235,NOUN PROPN NOUN,2807
236,NOUN PUNCT PUNCT,5119
237,NOUN X VERB,667
238,VERB DET VERB,663
239,DET VERB NOUN,473
240,NOUN VERB ADV,2966
241,VERB ADV ADP,457
242,ADV ADP VERB,711
243,ADP VERB VERB,548
244,VERB NOUN ADP,1298
245,NOUN ADP ADV,174
246,ADP ADV ADP,54
247,NOUN CCONJ DET,493
248,CCONJ DET NOUN,544
249,NOUN NOUN ADV,8271
250,PART NUM ADP,32
