,ngram,count
0,ADP DET,125249
1,DET PROPN,31281
2,PROPN PROPN,92669
3,PROPN CCONJ,14741
4,CCONJ PROPN,12837
5,PROPN PUNCT,79626
6,PUNCT ADJ,17307
7,ADJ PROPN,13098
8,PROPN _,8141
9,_ _,138620
10,NUM NOUN,15982
11,NOUN ADP,147348
12,ADP NOUN,52744
13,NOUN PUNCT,147742
14,PUNCT _,125304
15,DET NOUN,175205
16,ADP ADJ,26180
17,ADJ NOUN,125911
18,PUNCT PROPN,32083
19,PROPN NOUN,19730
20,ADJ SCONJ,5603
21,SCONJ NUM,1997
22,NOUN VERB,47369
23,VERB ADP,70379
24,PROPN ADJ,1423
25,ADJ ADP,11174
26,DET ADJ,68555
27,PROPN VERB,22459
28,VERB PART,17802
29,PART VERB,43238
30,ADP CCONJ,1021
31,CCONJ VERB,14029
32,ADP PROPN,61032
33,PUNCT DET,26515
34,NOUN CCONJ,35375
35,CCONJ DET,12061
36,DET ADV,5276
37,ADV ADJ,14677
38,VERB DET,60994
39,NOUN PROPN,9481
40,VERB SCONJ,14105
41,SCONJ DET,17125
42,NOUN AUX,36767
43,AUX ADP,4693
44,ADP NUM,9224
45,ADJ ADJ,16915
46,ADJ CCONJ,6501
47,CCONJ ADJ,9820
48,PUNCT VERB,23602
49,SCONJ PRON,11297
50,PRON AUX,33278
51,AUX PART,12604
52,NOUN PRON,8579
53,AUX ADJ,13633
54,CCONJ PART,1334
55,PART PUNCT,1280
56,PUNCT ADV,11582
57,ADV ADP,10005
58,PART DET,1391
59,NOUN SCONJ,10341
60,DET PUNCT,4682
61,VERB PROPN,10356
62,PROPN ADP,20463
63,ADJ PUNCT,16980
64,PUNCT AUX,6091
65,CCONJ AUX,2477
66,AUX VERB,43288
67,NUM PROPN,2344
68,PROPN ADV,3588
69,ADV PRON,6445
70,PRON VERB,43542
71,NOUN NOUN,53738
72,NOUN ADV,14299
73,ADV PUNCT,19064
74,NOUN DET,11988
75,PRON ADV,5732
76,ADV VERB,23559
77,ADJ VERB,1772
78,VERB ADV,15743
79,ADV PART,2063
80,DET NUM,3777
81,PUNCT PRON,17050
82,ADP PRON,8692
83,SCONJ ADP,3203
84,CCONJ NOUN,17936
85,PROPN AUX,13978
86,ADV SCONJ,3848
87,SCONJ ADV,1215
88,AUX DET,19796
89,SCONJ PROPN,5056
90,ADP VERB,10761
91,VERB NUM,2826
92,NOUN ADJ,4560
93,AUX ADV,17507
94,ADJ PART,4129
95,VERB ADJ,15888
96,VERB PUNCT,23968
97,DET AUX,7571
98,AUX PROPN,1529
99,PROPN PART,13126
100,PART NOUN,10650
101,VERB AUX,8853
102,PUNCT CCONJ,18748
103,CCONJ ADP,3196
104,DET VERB,13452
105,NOUN PART,19554
106,NUM DET,386
107,ADP ADP,5089
108,PROPN SCONJ,1809
109,INTJ PRON,121
110,PART AUX,8012
111,PUNCT SCONJ,6086
112,SCONJ SCONJ,973
113,PART ADP,566
114,AUX PRON,3482
115,PRON ADJ,1389
116,SCONJ ADJ,3382
117,PUNCT ADP,12088
118,PART ADV,3043
119,ADP AUX,756
120,VERB NOUN,31911
121,AUX SCONJ,1442
122,AUX PUNCT,2335
123,PROPN NUM,6550
124,NUM PUNCT,11479
125,PUNCT PART,1929
126,PUNCT NUM,5177
127,PUNCT NOUN,23501
128,NUM ADP,4253
129,SCONJ PUNCT,1411
130,ADP PART,707
131,PART NUM,500
132,SCONJ VERB,2097
133,SCONJ NOUN,4905
134,PUNCT X,740
135,X PUNCT,1598
136,ADP X,249
137,ADP PUNCT,4769
138,PUNCT PUNCT,21322
139,AUX NOUN,4466
140,ADV NOUN,2743
141,DET PRON,2291
142,ADV ADV,9276
143,ADV AUX,5695
144,AUX AUX,6252
145,VERB PRON,17547
146,ADV DET,7913
147,VERB CCONJ,5418
148,INTJ PUNCT,1402
149,CCONJ ADV,6503
150,CCONJ SCONJ,1515
151,ADP ADV,4087
152,ADV CCONJ,1760
153,PRON PUNCT,7086
154,NUM NUM,1496
155,NUM ADJ,2436
156,VERB VERB,16676
157,PRON DET,2581
158,PART PROPN,2739
159,PART ADJ,4634
160,PRON ADP,4405
161,ADP SCONJ,777
162,CCONJ PRON,6055
163,PRON PRON,2317
164,PROPN X,497
165,X PROPN,529
166,DET DET,3441
167,ADJ ADV,1495
168,CCONJ PUNCT,1235
169,ADV PROPN,1700
170,PROPN DET,1999
171,PRON NOUN,771
172,PRON PART,1816
173,NOUN _,2926
174,ADJ NUM,1470
175,PRON PROPN,509
176,X AUX,17
177,ADV NUM,2289
178,PROPN PRON,1515
179,NOUN SYM,574
180,SYM NOUN,715
181,ADJ DET,704
182,DET ADP,2962
183,ADJ SYM,159
184,SYM ADJ,160
185,SCONJ PART,429
186,NUM AUX,596
187,ADJ AUX,919
188,PRON CCONJ,1155
189,PRON SCONJ,1393
190,PROPN SYM,671
191,SYM PROPN,1902
192,ADJ PRON,635
193,X ADV,14
194,NOUN NUM,1310
195,SCONJ AUX,299
196,AUX CCONJ,244
197,AUX NUM,1549
198,VERB _,406
199,X NOUN,176
200,INTJ CCONJ,26
201,NUM CCONJ,948
202,CCONJ NUM,1173
203,SCONJ CCONJ,128
204,PART PRON,422
205,PART PART,579
206,CCONJ SYM,909
207,SYM NUM,2048
208,DET CCONJ,244
209,PRON NUM,89
210,PUNCT INTJ,947
211,X CCONJ,31
212,INTJ VERB,347
213,PROPN INTJ,58
214,INTJ AUX,70
215,INTJ PROPN,142
216,NUM SYM,525
217,ADJ _,188
218,DET PART,195
219,NOUN X,261
220,PRON SYM,63
221,SYM PRON,45
222,ADV INTJ,58
223,NUM SCONJ,209
224,INTJ INTJ,94
225,NOUN INTJ,46
226,CCONJ INTJ,98
227,VERB SYM,296
228,ADV SYM,86
229,INTJ ADV,61
230,X X,366
231,NUM VERB,914
232,INTJ X,13
233,PART CCONJ,161
234,AUX _,30
235,X _,223
236,DET X,66
237,DET SCONJ,171
238,X ADJ,44
239,X NUM,10
240,NUM PART,386
241,PRON _,78
242,X ADP,54
243,DET SYM,230
244,SYM DET,38
245,CCONJ X,98
246,NUM ADV,391
247,X SCONJ,12
248,ADV _,139
249,PART SCONJ,186
250,PRON INTJ,35
251,NUM _,1005
252,INTJ NUM,7
253,X DET,63
254,VERB INTJ,84
255,ADP _,71
256,PRON X,14
257,INTJ DET,44
258,INTJ NOUN,63
259,X VERB,81
260,DET _,50
261,NUM PRON,163
262,PUNCT SYM,602
263,SYM SYM,8
264,VERB X,67
265,AUX X,12
266,CCONJ _,19
267,SYM VERB,76
268,CCONJ CCONJ,41
269,DET INTJ,12
270,INTJ ADP,98
271,X PART,13
272,PART SYM,41
273,SCONJ SYM,81
274,SCONJ INTJ,13
275,ADP SYM,680
276,ADV X,23
277,INTJ _,19
278,INTJ ADJ,31
279,ADP INTJ,18
280,ADJ INTJ,14
281,AUX INTJ,27
282,ADJ X,32
283,X SYM,18
284,SYM AUX,4
285,SCONJ _,9
286,X INTJ,10
287,SYM ADV,15
288,AUX SYM,31
289,NUM X,9
290,INTJ PART,5
291,INTJ SCONJ,16
292,SYM PUNCT,36
293,X PRON,25
294,PART X,3
295,PART _,11
296,PART INTJ,6
297,SYM ADP,28
298,SYM CCONJ,6
299,SCONJ X,16
300,INTJ SYM,4
301,SYM X,40
302,NUM INTJ,6
303,SYM _,1
304,SYM PART,2
305,SYM SCONJ,1
306,NOUN SPACE,1
307,SPACE PROPN,1
