,en,zhs,zhs_ud
0,-13.370562874766737,-6.420012570996062,NUM PROPN NOUN NOUN ADV VERB VERB PUNCT 
1,-14.9426322113435,-10.07004425582837,NOUN ADP NOUN NOUN NOUN ADV VERB ADJ NOUN PUNCT 
2,-63.30427256076077,-47.888734382050856,NOUN PART NOUN NOUN NOUN ADJ NOUN PROPN VERB VERB PUNCT NOUN ADP NOUN PART VERB VERB PART PUNCT VERB NUM NUM NOUN NOUN VERB NOUN PUNCT 
3,-23.360572445816768,-15.373541863901686,VERB PUNCT PRON CCONJ NOUN PART NOUN ADV VERB PUNCT 
4,-26.497732412346615,-19.246310397085423,NUM NUM PUNCT PROPN NOUN NOUN ADV ADP PRON VERB NOUN NOUN PUNCT 
5,-22.022791943170066,-15.593452239814763,ADJ PART NOUN ADV ADP DET NOUN NOUN PART NOUN VERB PUNCT 
6,-2.678576329476824,-2.771675691223341,X NOUN NOUN PUNCT NOUN 
7,-19.6938005620855,-16.90686465492542,ADV VERB PART VERB NUM NOUN VERB NOUN NOUN CCONJ NOUN PUNCT 
8,-20.086074894487844,-14.647946602262738,SCONJ X PROPN VERB VERB PROPN ADV ADV VERB PUNCT 
9,-8.73683716399895,-5.482905277999928,PROPN ADV VERB NOUN VERB NOUN PUNCT 
10,-24.425468895166606,-19.673846179056,PROPN PART PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN ADV ADV VERB PROPN PUNCT 
11,-22.856563119270877,-14.320359939892398,PRON VERB DET NOUN NOUN ADV VERB PART PROPN NOUN PUNCT 
12,-19.519012806101994,-14.050683034849108,VERB NOUN ADP NOUN VERB CCONJ VERB PART NOUN PUNCT 
13,-32.95996102434545,-24.769499303180506,PRON VERB NOUN ADV VERB NOUN NOUN PUNCT VERB ADP NOUN PART NOUN CCONJ NOUN NOUN NOUN PUNCT 
14,-62.56570808146641,-45.39609507553079,PRON ADV VERB VERB NOUN CCONJ VERB NOUN PUNCT ADP NOUN ADV VERB NOUN PART NOUN NOUN PUNCT VERB NOUN VERB PUNCT NOUN VERB PUNCT NOUN NOUN PART PUNCT 
15,-4.846513743265238,-2.244510532506143,PRON ADP NOUN VERB PUNCT 
16,-34.0381157421229,-30.559557294487117,ADV VERB NOUN PUNCT ADP DET NOUN VERB NUM PUNCT NUM PUNCT VERB NOUN PART NOUN PART PUNCT 
17,-56.74753653016132,-43.332689652039065,VERB VERB PROPN PART NOUN NOUN PUNCT PROPN VERB NOUN PART NOUN PUNCT PROPN PART NOUN PUNCT PROPN ADP PRON NOUN VERB NOUN PART NOUN PUNCT 
18,-5.221816681520442,-4.585400181835043,VERB NOUN CCONJ NOUN NOUN PUNCT 
19,-54.01513278676541,-40.92420079022507,ADP VERB NOUN NOUN ADP PROPN PROPN PART NUM NUM NOUN PUNCT NOUN PUNCT NOUN NOUN NOUN ADV VERB VERB ADJ NOUN NOUN NOUN PART NOUN PUNCT 
20,-6.031261140379779,-3.240520759867772,NOUN ADV VERB NOUN NOUN PUNCT 
21,-4.570392621123944,-3.168603946005819,NOUN VERB NUM 
22,-21.805532685251364,-21.55855584668906,NOUN ADP PROPN DET VERB ADP VERB NOUN NOUN VERB VERB PUNCT 
23,-11.233578922739339,-10.126317614094688,PRON ADV VERB VERB ADP NOUN CCONJ NOUN PUNCT 
24,-36.7808854349871,-29.019687249406296,PROPN NOUN VERB VERB VERB VERB PRON PUNCT ADV VERB NOUN VERB PUNCT PUNCT PROPN PUNCT PROPN PUNCT 
25,-11.032824467308288,-6.359816134958197,DET VERB PROPN NOUN PART NOUN PUNCT 
26,-35.136454370257596,-28.982176374942778,PUNCT NOUN VERB PRON PUNCT PUNCT NOUN NOUN PROPN VERB NOUN VERB VERB PROPN PART NOUN 
27,-5.89523534047668,-0.7636234567320428,VERB PART NOUN PUNCT 
28,-16.566793432817583,-11.009552389620566,ADV VERB NOUN VERB VERB NOUN PART NOUN NOUN PUNCT 
29,-4.505807038167004,-2.1993628084902888,NOUN ADP NOUN VERB PUNCT 
30,-2.2472387170628396,-1.4270120930373091,PROPN VERB PUNCT 
31,-75.99871669609335,-50.44472155802883,ADV NOUN NOUN PUNCT PROPN NOUN CCONJ NOUN PART PUNCT NOUN ADV VERB PART NOUN CCONJ NOUN NOUN PUNCT NUM NUM ADJ NOUN CCONJ NOUN NOUN VERB VERB PRON PART NOUN PUNCT 
32,-11.952078887879004,-8.886117829547432,NUM ADJ NOUN ADV ADV VERB ADJ NOUN PUNCT 
33,-inf,-40.12083047697193,VERB PUNCT PRON NUM NUM VERB ADJ NOUN VERB ADP NOUN VERB DET PROPN PUNCT PROPN PUNCT VERB VERB PUNCT 
34,-16.80115222879413,-7.875874259037295,ADV NOUN ADV VERB ADJ PART NOUN PUNCT 
35,-26.428770299208725,-15.12761732541077,ADP VERB VERB VERB VERB PART NOUN PART ADJ NOUN PUNCT 
36,-7.312871541892355,-3.854247013048409,NOUN VERB NUM NUM PUNCT 
37,-64.66309466619677,-55.21672587874329,ADV PUNCT NOUN NOUN ADP NOUN NOUN NOUN PUNCT VERB PROPN NOUN PUNCT NOUN PUNCT PROPN NOUN NOUN ADJ NOUN PUNCT PROPN NOUN NOUN PUNCT ADJ PROPN NOUN ADJ NOUN PUNCT 
38,-28.035586401464165,-18.711774566016956,PROPN PROPN ADP PROPN VERB NOUN NUM NUM PROPN NOUN PART NOUN PUNCT 
39,-44.32570399270143,-43.86467908391275,X VERB PART PROPN CCONJ PROPN VERB NOUN VERB ADP DET NOUN CCONJ ADP DET NOUN ADV PUNCT VERB PUNCT PUNCT 
40,-21.792987780811767,-17.093615815720472,VERB PART ADV VERB PART PRON ADP NUM NOUN PUNCT 
41,-17.80679970297525,-10.40737520666753,ADV ADV PRON PART NOUN ADV VERB PUNCT 
42,-12.576688924314162,-7.117274669307447,NOUN VERB NOUN PART NOUN ADV VERB PUNCT 
43,-45.36656822667545,-34.48066592499917,DET NOUN NOUN CCONJ NOUN PUNCT NOUN CCONJ NOUN PART NOUN PUNCT PROPN NOUN PROPN NUM NUM VERB PROPN PART NOUN 
44,-5.171832953639991,-4.300315411952478,PROPN NOUN PROPN VERB PUNCT 
45,-9.452641249916656,-7.404495933291695,PROPN CCONJ NOUN PROPN VERB PUNCT 
46,-52.10839232061852,-37.37636870578049,NOUN VERB NUM PART NOUN PUNCT ADV PROPN NUM PROPN NOUN ADV VERB PUNCT ADV VERB VERB DET NOUN PART PUNCT 
47,-26.556742337441086,-21.67142041022021,PUNCT VERB PART DET NOUN VERB PRON NOUN PUNCT PROPN VERB PUNCT 
48,-24.49947860406607,-16.058145167321786,PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT NUM NUM ADJ PART NOUN 
49,-7.200533528767343,-4.611642475857518,NOUN NOUN VERB NOUN NOUN PUNCT 
50,-5.1652235533631075,-4.800203360783285,PROPN PUNCT PROPN CCONJ PROPN NOUN 
51,0.0,0.0,NOUN NOUN 
52,-15.189340655503383,-9.790859154597499,PROPN PUNCT PROPN NOUN VERB NOUN VERB PART NOUN 
53,-12.763666688311629,-12.127317233512818,NOUN PART NOUN PUNCT ADJ NOUN VERB ADJ NOUN 
54,-22.964148539482846,-20.676207903126137,NOUN NOUN PART PROPN ADP DET NUM VERB ADJ NOUN PUNCT 
55,-14.387780141130653,-9.029689217431022,ADP PROPN ADV ADV VERB NOUN VERB PUNCT 
56,-30.891541623275103,-24.26972897602558,ADV VERB NOUN NOUN PART NOUN PROPN ADP DET NOUN PART NOUN NOUN VERB NOUN PUNCT 
57,-13.506194838651597,-6.09952736610764,VERB VERB PART NOUN NOUN NOUN PUNCT 
58,-1.2269437517977941,-1.0309183736675152,ADJ NOUN PUNCT 
59,-7.412304307917042,-3.735816729935635,DET NOUN ADV VERB NOUN PUNCT 
60,-20.181555471681165,-14.752951073071973,VERB NOUN NOUN ADV VERB VERB DET NUM ADJ NOUN PUNCT 
61,-33.493327971275605,-21.397143618218973,PRON VERB X NOUN VERB VERB X VERB CCONJ VERB NOUN PUNCT 
62,-8.685777737785306,-8.457342342315709,NOUN NUM NOUN ADV VERB PART VERB PUNCT 
63,-12.563054906986846,-8.803867567509165,NOUN NOUN PART NOUN PUNCT VERB NOUN PUNCT PUNCT 
64,-8.34340906064946,-6.563170747189358,NOUN VERB PRON VERB NOUN PUNCT 
65,-36.461215209254,-26.6494586047615,ADV VERB PART PUNCT PROPN NOUN NOUN PUNCT ADV VERB PRON VERB VERB ADJ NOUN PART NOUN PUNCT 
66,-16.905337055521393,-10.68568661049325,PROPN NOUN NUM NUM NOUN NOUN ADV VERB PUNCT 
67,-80.84062622708818,-62.421582035780084,NUM VERB PROPN NOUN NOUN VERB PUNCT SCONJ ADV ADP NOUN VERB PUNCT ADV ADP PROPN VERB ADJ PROPN VERB ADP PROPN NOUN PART NUM NOUN PUNCT NOUN VERB NOUN VERB PUNCT 
68,-14.233521380723808,-10.384482193619636,ADV ADV PROPN ADV VERB NOUN NOUN PUNCT 
69,-3.1940112627161805,-2.7819127982526837,VERB NUM NOUN VERB PUNCT 
70,-35.54363789545929,-27.709251057589327,VERB PART NOUN VERB PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN PUNCT 
71,-37.68303046925751,-25.341744100417213,ADP NOUN PART NOUN PART PUNCT PROPN ADV VERB NOUN PUNCT ADV ADP NOUN ADV VERB PUNCT 
72,-71.71498147179275,-52.71993471390986,PROPN VERB PUNCT ADP PROPN NOUN NOUN ADP NOUN NOUN VERB NOUN NOUN PART VERB PART PUNCT NOUN NOUN ADP NUM NUM PART ADV VERB NOUN PUNCT NOUN CCONJ NOUN NOUN PUNCT 
73,-7.174998899873854,-5.199835149471649,PROPN PUNCT ADP NOUN NOUN NOUN 
74,-28.5267659525843,-22.913426084812624,NOUN NOUN VERB NOUN NOUN CCONJ ADJ NOUN PART VERB PRON NOUN PART NOUN PUNCT 
75,-26.144716210829788,-30.140319916302992,ADP VERB ADJ NOUN PUNCT NOUN ADP NOUN NOUN ADP ADJ ADJ NOUN PUNCT VERB ADJ NOUN PUNCT 
76,-19.00723259967498,-17.48712873251082,NUM VERB ADP ADP NOUN PRON ADV ADV VERB PUNCT 
77,-27.3442709783139,-23.42176459363935,PROPN NOUN PROPN PROPN PART NOUN NOUN NOUN NOUN SCONJ ADV ADV VERB PUNCT 
78,-18.984184326990604,-11.977573461955583,ADV VERB ADV VERB PROPN NOUN PART NOUN NOUN PUNCT 
79,-74.90361238587094,-48.011713544976615,PROPN CCONJ NOUN PART NOUN ADV VERB PUNCT PROPN NOUN NOUN NOUN ADV VERB VERB NOUN NOUN PART NOUN NOUN PUNCT VERB NOUN NOUN CCONJ NOUN ADV VERB PUNCT ADV VERB NOUN PUNCT 
80,-5.40003753352471,-2.8954122727335325,PROPN NOUN ADV VERB PUNCT 
81,-37.200402447137286,-29.497426487751564,PROPN NUM NOUN PROPN VERB VERB PUNCT ADJ NOUN PUNCT PUNCT ADP NOUN PROPN NOUN PUNCT 
82,-50.90321094519025,-38.34402146934685,PROPN NOUN PROPN VERB ADP NOUN NOUN PART NOUN DET NOUN PART X VERB PROPN NOUN NOUN PART NOUN NOUN PUNCT 
83,-13.641874245496602,-10.149565241015097,VERB PROPN NOUN VERB VERB VERB ADJ NOUN PUNCT 
84,-2.679472062338873,-2.6332712831436584,NOUN PUNCT VERB 
85,-50.762426879440454,-35.45587969301432,DET NOUN ADV ADV VERB VERB PROPN NOUN PUNCT ADJ NOUN ADP NUM NUM PART PUNCT NUM NUM NOUN PUNCT PUNCT 
86,-23.687236483607958,-14.42730115031971,ADP DET NUM NUM VERB NOUN CCONJ NOUN PART NOUN NOUN PUNCT 
