,en,zhs,zhs_ud
0,-16.083118307585394,-11.102686841004108,NUM PROPN NOUN NOUN ADV VERB VERB PUNCT 
1,-16.298129228053938,-14.033316638997258,NOUN ADP NOUN NOUN NOUN ADV VERB ADJ NOUN PUNCT 
2,-65.4653515708735,-49.395285619724646,NOUN PART NOUN NOUN NOUN ADJ NOUN PROPN VERB VERB PUNCT NOUN ADP NOUN PART VERB VERB PART PUNCT VERB NUM NUM NOUN NOUN VERB NOUN PUNCT 
3,-22.241189835275687,-16.705354810395054,VERB PUNCT PRON CCONJ NOUN PART NOUN ADV VERB PUNCT 
4,-27.176034602931708,-20.082910285629573,NUM NUM PUNCT PROPN NOUN NOUN ADV ADP PRON VERB NOUN NOUN PUNCT 
5,-23.54742964698663,-17.399078818743536,ADJ PART NOUN ADV ADP DET NOUN NOUN PART NOUN VERB PUNCT 
6,-6.728292042621705,-4.091811954996285,X NOUN NOUN PUNCT NOUN 
7,-21.952288180743047,-17.515418533463915,ADV VERB PART VERB NUM NOUN VERB NOUN NOUN CCONJ NOUN PUNCT 
8,-27.19723671605347,-19.45179967747192,SCONJ X PROPN VERB VERB PROPN ADV ADV VERB PUNCT 
9,-12.999753158910293,-8.269237594066928,PROPN ADV VERB NOUN VERB NOUN PUNCT 
10,-30.813011558785664,-27.625107736717933,PROPN PART PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN ADV ADV VERB PROPN PUNCT 
11,-19.511334134600794,-15.689215728556423,PRON VERB DET NOUN NOUN ADV VERB PART PROPN NOUN PUNCT 
12,-18.606658271190994,-17.174165035823023,VERB NOUN ADP NOUN VERB CCONJ VERB PART NOUN PUNCT 
13,-34.41494301603202,-26.194050057578874,PRON VERB NOUN ADV VERB NOUN NOUN PUNCT VERB ADP NOUN PART NOUN CCONJ NOUN NOUN NOUN PUNCT 
14,-65.36793933149488,-47.05587210147653,PRON ADV VERB VERB NOUN CCONJ VERB NOUN PUNCT ADP NOUN ADV VERB NOUN PART NOUN NOUN PUNCT VERB NOUN VERB PUNCT NOUN VERB PUNCT NOUN NOUN PART PUNCT 
15,-7.4291457799940055,-5.3098348868860725,PRON ADP NOUN VERB PUNCT 
16,-37.63548417361435,-33.0536953701569,ADV VERB NOUN PUNCT ADP DET NOUN VERB NUM PUNCT NUM PUNCT VERB NOUN PART NOUN PART PUNCT 
17,-61.43796897235647,-44.77085375412776,VERB VERB PROPN PART NOUN NOUN PUNCT PROPN VERB NOUN PART NOUN PUNCT PROPN PART NOUN PUNCT PROPN ADP PRON NOUN VERB NOUN PART NOUN PUNCT 
18,-8.906826274437542,-6.882092903972181,VERB NOUN CCONJ NOUN NOUN PUNCT 
19,-58.34843472691596,-44.72033289309262,ADP VERB NOUN NOUN ADP PROPN PROPN PART NUM NUM NOUN PUNCT NOUN PUNCT NOUN NOUN NOUN ADV VERB VERB ADJ NOUN NOUN NOUN PART NOUN PUNCT 
20,-9.752734229195967,-5.946809006511237,NOUN ADV VERB NOUN NOUN PUNCT 
21,-2.4543803570239238,-1.7730752316251441,NOUN VERB NUM 
22,-25.986672234536904,-25.461876137182863,NOUN ADP PROPN DET VERB ADP VERB NOUN NOUN VERB VERB PUNCT 
23,-14.995584195733873,-11.966181508252706,PRON ADV VERB VERB ADP NOUN CCONJ NOUN PUNCT 
24,-40.7874266893754,-32.73828163980423,PROPN NOUN VERB VERB VERB VERB PRON PUNCT ADV VERB NOUN VERB PUNCT PUNCT PROPN PUNCT PROPN PUNCT 
25,-14.658008898236824,-9.589879001673918,DET VERB PROPN NOUN PART NOUN PUNCT 
26,-39.385460600493374,-32.54758147223222,PUNCT NOUN VERB PRON PUNCT PUNCT NOUN NOUN PROPN VERB NOUN VERB VERB PROPN PART NOUN 
27,-4.866735435709549,-2.710009095300288,VERB PART NOUN PUNCT 
28,-19.053760928737695,-11.352749723076741,ADV VERB NOUN VERB VERB NOUN PART NOUN NOUN PUNCT 
29,-5.5531267822063555,-6.217698430641809,NOUN ADP NOUN VERB PUNCT 
30,-2.5750035612184026,-1.9919624289650002,PROPN VERB PUNCT 
31,-76.79289554383915,-55.95501350240806,ADV NOUN NOUN PUNCT PROPN NOUN CCONJ NOUN PART PUNCT NOUN ADV VERB PART NOUN CCONJ NOUN NOUN PUNCT NUM NUM ADJ NOUN CCONJ NOUN NOUN VERB VERB PRON PART NOUN PUNCT 
32,-14.530761137059926,-12.177740642596236,NUM ADJ NOUN ADV ADV VERB ADJ NOUN PUNCT 
33,-46.02681328985189,-43.061486255593145,VERB PUNCT PRON NUM NUM VERB ADJ NOUN VERB ADP NOUN VERB DET PROPN PUNCT PROPN PUNCT VERB VERB PUNCT 
34,-17.795601074581015,-12.405441334754236,ADV NOUN ADV VERB ADJ PART NOUN PUNCT 
35,-23.617124742308828,-16.14567098517344,ADP VERB VERB VERB VERB PART NOUN PART ADJ NOUN PUNCT 
36,-10.34280964293564,-5.991446743592643,NOUN VERB NUM NUM PUNCT 
37,-66.30839783941973,-60.072335309515175,ADV PUNCT NOUN NOUN ADP NOUN NOUN NOUN PUNCT VERB PROPN NOUN PUNCT NOUN PUNCT PROPN NOUN NOUN ADJ NOUN PUNCT PROPN NOUN NOUN PUNCT ADJ PROPN NOUN ADJ NOUN PUNCT 
38,-30.687430124716297,-23.749808283231168,PROPN PROPN ADP PROPN VERB NOUN NUM NUM PROPN NOUN PART NOUN PUNCT 
39,-42.5243759587549,-44.676235529380016,X VERB PART PROPN CCONJ PROPN VERB NOUN VERB ADP DET NOUN CCONJ ADP DET NOUN ADV PUNCT VERB PUNCT PUNCT 
40,-23.407023887342483,-19.713386843113234,VERB PART ADV VERB PART PRON ADP NUM NOUN PUNCT 
41,-16.646639381975497,-11.22821783088364,ADV ADV PRON PART NOUN ADV VERB PUNCT 
42,-15.263146161444094,-9.07884043903528,NOUN VERB NOUN PART NOUN ADV VERB PUNCT 
43,-48.98887283184719,-38.28941855326727,DET NOUN NOUN CCONJ NOUN PUNCT NOUN CCONJ NOUN PART NOUN PUNCT PROPN NOUN PROPN NUM NUM VERB PROPN PART NOUN 
44,-9.412712654653236,-6.662453487746639,PROPN NOUN PROPN VERB PUNCT 
45,-11.317192117868249,-9.71773118347609,PROPN CCONJ NOUN PROPN VERB PUNCT 
46,-53.51122117723275,-41.743933316027785,NOUN VERB NUM PART NOUN PUNCT ADV PROPN NUM PROPN NOUN ADV VERB PUNCT ADV VERB VERB DET NOUN PART PUNCT 
47,-26.842999199355493,-23.036844763505652,PUNCT VERB PART DET NOUN VERB PRON NOUN PUNCT PROPN VERB PUNCT 
48,-25.54168390965576,-23.44734798459883,PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT NUM NUM ADJ PART NOUN 
49,-9.273809477542114,-6.110089073145912,NOUN NOUN VERB NOUN NOUN PUNCT 
50,-8.759198776384444,-9.682948504790838,PROPN PUNCT PROPN CCONJ PROPN NOUN 
51,-2.2682811504181615,-1.4291357985679438,NOUN NOUN 
52,-16.56605331272569,-12.464303480275138,PROPN PUNCT PROPN NOUN VERB NOUN VERB PART NOUN 
53,-15.589502423978889,-14.052426394630235,NOUN PART NOUN PUNCT ADJ NOUN VERB ADJ NOUN 
54,-24.226398854958028,-21.02238984734658,NOUN NOUN PART PROPN ADP DET NUM VERB ADJ NOUN PUNCT 
55,-14.85570842965362,-10.227397896129453,ADP PROPN ADV ADV VERB NOUN VERB PUNCT 
56,-32.01585928339025,-23.90740223538105,ADV VERB NOUN NOUN PART NOUN PROPN ADP DET NOUN PART NOUN NOUN VERB NOUN PUNCT 
57,-12.3209901263527,-7.460996647723501,VERB VERB PART NOUN NOUN NOUN PUNCT 
58,-0.4916936582658977,-0.21632792477914972,ADJ NOUN PUNCT 
59,-8.090179845954763,-5.065835583309824,DET NOUN ADV VERB NOUN PUNCT 
60,-22.039893440373508,-16.45561621664418,VERB NOUN NOUN ADV VERB VERB DET NUM ADJ NOUN PUNCT 
61,-35.74295031683757,-26.184325031815177,PRON VERB X NOUN VERB VERB X VERB CCONJ VERB NOUN PUNCT 
62,-15.710906956661807,-12.900226992845804,NOUN NUM NOUN ADV VERB PART VERB PUNCT 
63,-15.199091530564663,-11.071643174588733,NOUN NOUN PART NOUN PUNCT VERB NOUN PUNCT PUNCT 
64,-8.550684544552475,-7.435639114264722,NOUN VERB PRON VERB NOUN PUNCT 
65,-37.71967157844721,-26.901862612533446,ADV VERB PART PUNCT PROPN NOUN NOUN PUNCT ADV VERB PRON VERB VERB ADJ NOUN PART NOUN PUNCT 
66,-20.504638017530315,-12.377494018903297,PROPN NOUN NUM NUM NOUN NOUN ADV VERB PUNCT 
67,-79.22187744782813,-65.66337163154833,NUM VERB PROPN NOUN NOUN VERB PUNCT SCONJ ADV ADP NOUN VERB PUNCT ADV ADP PROPN VERB ADJ PROPN VERB ADP PROPN NOUN PART NUM NOUN PUNCT NOUN VERB NOUN VERB PUNCT 
68,-17.243399503041267,-12.443728317037277,ADV ADV PROPN ADV VERB NOUN NOUN PUNCT 
69,-8.050184471633592,-5.897453261091027,VERB NUM NOUN VERB PUNCT 
70,-41.988752997105045,-42.38493512674435,VERB PART NOUN VERB PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN PUNCT 
71,-39.35509096907714,-26.05344911094719,ADP NOUN PART NOUN PART PUNCT PROPN ADV VERB NOUN PUNCT ADV ADP NOUN ADV VERB PUNCT 
72,-73.85777893324986,-59.36224319014298,PROPN VERB PUNCT ADP PROPN NOUN NOUN ADP NOUN NOUN VERB NOUN NOUN PART VERB PART PUNCT NOUN NOUN ADP NUM NUM PART ADV VERB NOUN PUNCT NOUN CCONJ NOUN NOUN PUNCT 
73,-8.747416012553938,-7.6479898071196635,PROPN PUNCT ADP NOUN NOUN NOUN 
74,-31.822365650269848,-25.615108833243163,NOUN NOUN VERB NOUN NOUN CCONJ ADJ NOUN PART VERB PRON NOUN PART NOUN PUNCT 
75,-30.42929867825297,-34.40046199652138,ADP VERB ADJ NOUN PUNCT NOUN ADP NOUN NOUN ADP ADJ ADJ NOUN PUNCT VERB ADJ NOUN PUNCT 
76,-22.493205130512187,-21.210502593155585,NUM VERB ADP ADP NOUN PRON ADV ADV VERB PUNCT 
77,-31.75861396961555,-26.18687655424619,PROPN NOUN PROPN PROPN PART NOUN NOUN NOUN NOUN SCONJ ADV ADV VERB PUNCT 
78,-19.779415058435195,-12.358647149038013,ADV VERB ADV VERB PROPN NOUN PART NOUN NOUN PUNCT 
79,-75.59710160403604,-50.76960763311238,PROPN CCONJ NOUN PART NOUN ADV VERB PUNCT PROPN NOUN NOUN NOUN ADV VERB VERB NOUN NOUN PART NOUN NOUN PUNCT VERB NOUN NOUN CCONJ NOUN ADV VERB PUNCT ADV VERB NOUN PUNCT 
80,-7.93732143923802,-4.186439635526121,PROPN NOUN ADV VERB PUNCT 
81,-36.560681348153764,-32.51286029026308,PROPN NUM NOUN PROPN VERB VERB PUNCT ADJ NOUN PUNCT PUNCT ADP NOUN PROPN NOUN PUNCT 
82,-55.810210560958744,-39.89734385043758,PROPN NOUN PROPN VERB ADP NOUN NOUN PART NOUN DET NOUN PART X VERB PROPN NOUN NOUN PART NOUN NOUN PUNCT 
83,-17.896975302099936,-13.165656911572922,VERB PROPN NOUN VERB VERB VERB ADJ NOUN PUNCT 
84,-1.32493084070359,-1.353160371340524,NOUN PUNCT VERB 
85,-48.899693714148555,-37.94162741320636,DET NOUN ADV ADV VERB VERB PROPN NOUN PUNCT ADJ NOUN ADP NUM NUM PART PUNCT NUM NUM NOUN PUNCT PUNCT 
86,-26.68104912401811,-18.2566710864032,ADP DET NUM NUM VERB NOUN CCONJ NOUN PART NOUN NOUN PUNCT 
87,-51.000229824508125,-34.444522765924,ADP PROPN NOUN NOUN NUM NOUN NOUN VERB PART VERB NOUN NOUN PART NOUN NOUN ADV VERB VERB NUM NUM NOUN PUNCT 
88,-60.31116485112746,-48.91889659699301,ADP PROPN NOUN NOUN VERB NUM NOUN NOUN PUNCT PROPN NOUN NOUN PROPN NOUN NOUN ADP NOUN NOUN VERB NUM NOUN CCONJ NOUN ADJ ADJ NOUN PUNCT 
89,-36.621667855157696,-30.39238026034724,PROPN VERB PUNCT PUNCT PROPN ADP NOUN VERB PART PRON PRON PART NOUN PUNCT PUNCT 
90,-11.357317050430183,-8.425903833996596,NOUN VERB PROPN VERB VERB PUNCT 
91,-15.22731939647423,-11.03638129729285,NOUN NOUN NOUN ADV ADV VERB ADV PUNCT 
92,-15.774218215415388,-10.076180350143089,NOUN ADV VERB VERB VERB NOUN VERB PUNCT 
93,-3.742023464312969,-4.219817906439292,PROPN PROPN VERB PUNCT 
94,-43.59979674091199,-34.19068619434621,ADP NOUN PART PUNCT ADV NOUN CCONJ NOUN NOUN PUNCT VERB NOUN ADP NUM NUM ADV VERB PUNCT 
95,-15.38023268102394,-10.233477557387847,PROPN NOUN PART ADV VERB NOUN NOUN PUNCT 
