,en,zhs,zhs_ud
0,-11.369191325619168,-6.3644276734023375,NUM PROPN NOUN NOUN ADV VERB VERB PUNCT 
1,-13.239043184091257,-9.277703176442513,NOUN ADP NOUN NOUN NOUN ADV VERB ADJ NOUN PUNCT 
2,-64.76997484247643,-44.54321202218341,NOUN PART NOUN NOUN NOUN ADJ NOUN PROPN VERB VERB PUNCT NOUN ADP NOUN PART VERB VERB PART PUNCT VERB NUM NUM NOUN NOUN VERB NOUN PUNCT 
3,-18.468531702232447,-11.551036012467284,VERB PUNCT PRON CCONJ NOUN PART NOUN ADV VERB PUNCT 
4,-24.24265019349877,-17.22189908016132,NUM NUM PUNCT PROPN NOUN NOUN ADV ADP PRON VERB NOUN NOUN PUNCT 
5,-18.33225960697011,-15.474288104234532,ADJ PART NOUN ADV ADP DET NOUN NOUN PART NOUN VERB PUNCT 
6,-0.8622235106038793,-3.0829887185512193,X NOUN NOUN PUNCT NOUN 
7,-17.04919999945874,-14.774156356172144,ADV VERB PART VERB NUM NOUN VERB NOUN NOUN CCONJ NOUN PUNCT 
8,-inf,-10.713140155466876,SCONJ X PROPN VERB VERB PROPN ADV ADV VERB PUNCT 
9,-8.128866455910046,-4.932017340362163,PROPN ADV VERB NOUN VERB NOUN PUNCT 
10,-21.156888161921692,-16.498472463006937,PROPN PART PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN ADV ADV VERB PROPN PUNCT 
11,-inf,-10.813471187559253,PRON VERB DET NOUN NOUN ADV VERB PART PROPN NOUN PUNCT 
12,-19.09527972349442,-9.166861217847853,VERB NOUN ADP NOUN VERB CCONJ VERB PART NOUN PUNCT 
13,-30.121758128221916,-22.17688624565928,PRON VERB NOUN ADV VERB NOUN NOUN PUNCT VERB ADP NOUN PART NOUN CCONJ NOUN NOUN NOUN PUNCT 
14,-60.38008557317812,-43.31618264916864,PRON ADV VERB VERB NOUN CCONJ VERB NOUN PUNCT ADP NOUN ADV VERB NOUN PART NOUN NOUN PUNCT VERB NOUN VERB PUNCT NOUN VERB PUNCT NOUN NOUN PART PUNCT 
