,en,zhs,zhs_ud
0,-18.24313618217217,-15.396174062525859,NUM PROPN NOUN NOUN ADV VERB VERB PUNCT 
1,-19.633490731113042,-19.13959581640341,NOUN ADP NOUN NOUN NOUN ADV VERB ADJ NOUN PUNCT 
2,-63.37957789959969,-54.748454384557434,NOUN PART NOUN NOUN NOUN ADJ NOUN PROPN VERB VERB PUNCT NOUN ADP NOUN PART VERB VERB PART PUNCT VERB NUM NUM NOUN NOUN VERB NOUN PUNCT 
3,-24.61178529057375,-22.046076235113905,VERB PUNCT PRON CCONJ NOUN PART NOUN ADV VERB PUNCT 
4,-31.729182925436945,-28.947714841650978,NUM NUM PUNCT PROPN NOUN NOUN ADV ADP PRON VERB NOUN NOUN PUNCT 
5,-27.690508905304416,-27.369854418976683,ADJ PART NOUN ADV ADP DET NOUN NOUN PART NOUN VERB PUNCT 
6,-12.162643536085719,-10.604100950550617,X NOUN NOUN PUNCT NOUN 
7,-29.052165052894132,-24.343384873570837,ADV VERB PART VERB NUM NOUN VERB NOUN NOUN CCONJ NOUN PUNCT 
8,-29.073625170958596,-28.188044376478793,SCONJ X PROPN VERB VERB PROPN ADV ADV VERB PUNCT 
9,-13.97429077259398,-12.073311631066293,PROPN ADV VERB NOUN VERB NOUN PUNCT 
10,-35.156829162604,-35.12243333000806,PROPN PART PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN ADV ADV VERB PROPN PUNCT 
11,-25.266628988619402,-24.160480543212365,PRON VERB DET NOUN NOUN ADV VERB PART PROPN NOUN PUNCT 
12,-21.963382509562436,-20.333353073186764,VERB NOUN ADP NOUN VERB CCONJ VERB PART NOUN PUNCT 
13,-39.865836503160715,-35.994157605109876,PRON VERB NOUN ADV VERB NOUN NOUN PUNCT VERB ADP NOUN PART NOUN CCONJ NOUN NOUN NOUN PUNCT 
14,-66.59872674253313,-57.92571170794417,PRON ADV VERB VERB NOUN CCONJ VERB NOUN PUNCT ADP NOUN ADV VERB NOUN PART NOUN NOUN PUNCT VERB NOUN VERB PUNCT NOUN VERB PUNCT NOUN NOUN PART PUNCT 
15,-9.900585390280238,-10.432649616755818,PRON ADP NOUN VERB PUNCT 
16,-44.86401584393047,-39.97782039025902,ADV VERB NOUN PUNCT ADP DET NOUN VERB NUM PUNCT NUM PUNCT VERB NOUN PART NOUN PART PUNCT 
17,-60.45360299214854,-54.429984064955164,VERB VERB PROPN PART NOUN NOUN PUNCT PROPN VERB NOUN PART NOUN PUNCT PROPN PART NOUN PUNCT PROPN ADP PRON NOUN VERB NOUN PART NOUN PUNCT 
18,-11.19543320382491,-10.456028114039114,VERB NOUN CCONJ NOUN NOUN PUNCT 
19,-62.4795494542386,-56.7857062296975,ADP VERB NOUN NOUN ADP PROPN PROPN PART NUM NUM NOUN PUNCT NOUN PUNCT NOUN NOUN NOUN ADV VERB VERB ADJ NOUN NOUN NOUN PART NOUN PUNCT 
20,-11.023462070873096,-8.861766085446817,NOUN ADV VERB NOUN NOUN PUNCT 
21,-4.102683957291343,-3.301585651964636,NOUN VERB NUM 
22,-24.018310471588556,-25.630071071670088,NOUN ADP PROPN DET VERB ADP VERB NOUN NOUN VERB VERB PUNCT 
23,-20.96627043221953,-20.67537351080345,PRON ADV VERB VERB ADP NOUN CCONJ NOUN PUNCT 
24,-40.47736471819995,-37.07734426877147,PROPN NOUN VERB VERB VERB VERB PRON PUNCT ADV VERB NOUN VERB PUNCT PUNCT PROPN PUNCT PROPN PUNCT 
25,-14.308738033452508,-14.484032720900453,DET VERB PROPN NOUN PART NOUN PUNCT 
26,-35.06914618761194,-31.439686827211034,PUNCT NOUN VERB PRON PUNCT PUNCT NOUN NOUN PROPN VERB NOUN VERB VERB PROPN PART NOUN 
