,en,zhs,zhs_ud
0,-15.817782914390136,-11.078589226659723,NUM PROPN NOUN NOUN ADV VERB VERB PUNCT 
1,-16.065650185349853,-13.565718040090537,NOUN ADP NOUN NOUN NOUN ADV VERB ADJ NOUN PUNCT 
2,-63.602371592597514,-47.81455220394163,NOUN PART NOUN NOUN NOUN ADJ NOUN PROPN VERB VERB PUNCT NOUN ADP NOUN PART VERB VERB PART PUNCT VERB NUM NUM NOUN NOUN VERB NOUN PUNCT 
3,-21.781877758950074,-16.420736627937618,VERB PUNCT PRON CCONJ NOUN PART NOUN ADV VERB PUNCT 
4,-26.86495603250138,-20.18209953795355,NUM NUM PUNCT PROPN NOUN NOUN ADV ADP PRON VERB NOUN NOUN PUNCT 
5,-23.126761604231476,-17.4468075471993,ADJ PART NOUN ADV ADP DET NOUN NOUN PART NOUN VERB PUNCT 
6,-6.762956938121785,-4.15021098309075,X NOUN NOUN PUNCT NOUN 
7,-21.57922340966673,-17.306049977941324,ADV VERB PART VERB NUM NOUN VERB NOUN NOUN CCONJ NOUN PUNCT 
8,-25.935491229242125,-19.555915053312223,SCONJ X PROPN VERB VERB PROPN ADV ADV VERB PUNCT 
9,-12.699727794889517,-8.31640235440413,PROPN ADV VERB NOUN VERB NOUN PUNCT 
10,-30.502561089312515,-27.614734438474866,PROPN PART PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN ADV ADV VERB PROPN PUNCT 
11,-19.344341062194097,-15.566729081020627,PRON VERB DET NOUN NOUN ADV VERB PART PROPN NOUN PUNCT 
12,-18.442656150679433,-16.30805626103239,VERB NOUN ADP NOUN VERB CCONJ VERB PART NOUN PUNCT 
13,-34.03184821062033,-25.89396801514561,PRON VERB NOUN ADV VERB NOUN NOUN PUNCT VERB ADP NOUN PART NOUN CCONJ NOUN NOUN NOUN PUNCT 
14,-64.53647713772143,-46.710597424378676,PRON ADV VERB VERB NOUN CCONJ VERB NOUN PUNCT ADP NOUN ADV VERB NOUN PART NOUN NOUN PUNCT VERB NOUN VERB PUNCT NOUN VERB PUNCT NOUN NOUN PART PUNCT 
15,-7.41385117266686,-5.3735064561268695,PRON ADP NOUN VERB PUNCT 
16,-36.75878169097847,-32.55106717139731,ADV VERB NOUN PUNCT ADP DET NOUN VERB NUM PUNCT NUM PUNCT VERB NOUN PART NOUN PART PUNCT 
17,-60.65931322405991,-44.810124739222026,VERB VERB PROPN PART NOUN NOUN PUNCT PROPN VERB NOUN PART NOUN PUNCT PROPN PART NOUN PUNCT PROPN ADP PRON NOUN VERB NOUN PART NOUN PUNCT 
18,-8.84189695219994,-6.7060233690464655,VERB NOUN CCONJ NOUN NOUN PUNCT 
19,-57.699617647892616,-44.39097732055242,ADP VERB NOUN NOUN ADP PROPN PROPN PART NUM NUM NOUN PUNCT NOUN PUNCT NOUN NOUN NOUN ADV VERB VERB ADJ NOUN NOUN NOUN PART NOUN PUNCT 
20,-9.51285992764515,-5.914194956373787,NOUN ADV VERB NOUN NOUN PUNCT 
21,-2.4058993851320856,-1.7528077888450455,NOUN VERB NUM 
22,-25.27169898821281,-24.667091690840486,NOUN ADP PROPN DET VERB ADP VERB NOUN NOUN VERB VERB PUNCT 
23,-15.036238558626385,-11.765113726170645,PRON ADV VERB VERB ADP NOUN CCONJ NOUN PUNCT 
24,-40.44576716820297,-32.54105447292853,PROPN NOUN VERB VERB VERB VERB PRON PUNCT ADV VERB NOUN VERB PUNCT PUNCT PROPN PUNCT PROPN PUNCT 
25,-14.344585660550614,-9.594102812379461,DET VERB PROPN NOUN PART NOUN PUNCT 
26,-38.577156009797605,-31.981619647420924,PUNCT NOUN VERB PRON PUNCT PUNCT NOUN NOUN PROPN VERB NOUN VERB VERB PROPN PART NOUN 
27,-4.873172992000989,-2.745880232939101,VERB PART NOUN PUNCT 
28,-18.84919471100682,-11.408896045045987,ADV VERB NOUN VERB VERB NOUN PART NOUN NOUN PUNCT 
29,-5.5441979125958145,-5.917855717972635,NOUN ADP NOUN VERB PUNCT 
30,-2.5639387435308185,-2.0213699392736273,PROPN VERB PUNCT 
31,-75.86438300302893,-55.050013551738495,ADV NOUN NOUN PUNCT PROPN NOUN CCONJ NOUN PART PUNCT NOUN ADV VERB PART NOUN CCONJ NOUN NOUN PUNCT NUM NUM ADJ NOUN CCONJ NOUN NOUN VERB VERB PRON PART NOUN PUNCT 
32,-14.436966176615263,-12.069993735138308,NUM ADJ NOUN ADV ADV VERB ADJ NOUN PUNCT 
33,-44.99336634296221,-42.380701534657526,VERB PUNCT PRON NUM NUM VERB ADJ NOUN VERB ADP NOUN VERB DET PROPN PUNCT PROPN PUNCT VERB VERB PUNCT 
34,-17.459200553427515,-12.229538435358133,ADV NOUN ADV VERB ADJ PART NOUN PUNCT 
35,-23.32453353109512,-16.197702237059588,ADP VERB VERB VERB VERB PART NOUN PART ADJ NOUN PUNCT 
36,-9.961467419097914,-5.898468310488385,NOUN VERB NUM NUM PUNCT 
37,-64.74562548981427,-57.43683596167943,ADV PUNCT NOUN NOUN ADP NOUN NOUN NOUN PUNCT VERB PROPN NOUN PUNCT NOUN PUNCT PROPN NOUN NOUN ADJ NOUN PUNCT PROPN NOUN NOUN PUNCT ADJ PROPN NOUN ADJ NOUN PUNCT 
38,-29.101054214651054,-23.12014751478076,PROPN PROPN ADP PROPN VERB NOUN NUM NUM PROPN NOUN PART NOUN PUNCT 
39,-42.35995073575778,-44.26144476360645,X VERB PART PROPN CCONJ PROPN VERB NOUN VERB ADP DET NOUN CCONJ ADP DET NOUN ADV PUNCT VERB PUNCT PUNCT 
40,-23.200324894815804,-19.51165849359566,VERB PART ADV VERB PART PRON ADP NUM NOUN PUNCT 
41,-16.48654799345143,-11.209075318714138,ADV ADV PRON PART NOUN ADV VERB PUNCT 
42,-14.872810436033983,-9.021848597391413,NOUN VERB NOUN PART NOUN ADV VERB PUNCT 
43,-48.14008778837118,-37.51304709768187,DET NOUN NOUN CCONJ NOUN PUNCT NOUN CCONJ NOUN PART NOUN PUNCT PROPN NOUN PROPN NUM NUM VERB PROPN PART NOUN 
44,-8.996920791657075,-6.422487907797269,PROPN NOUN PROPN VERB PUNCT 
45,-10.92204997500124,-9.4331772218662,PROPN CCONJ NOUN PROPN VERB PUNCT 
46,-52.3886036715859,-41.109071572517735,NOUN VERB NUM PART NOUN PUNCT ADV PROPN NUM PROPN NOUN ADV VERB PUNCT ADV VERB VERB DET NOUN PART PUNCT 
47,-26.558210644497102,-22.757106318671475,PUNCT VERB PART DET NOUN VERB PRON NOUN PUNCT PROPN VERB PUNCT 
