,en,zhs,zhs_ud
0,-13.374267976103202,-6.4287208399383715,NUM PROPN NOUN NOUN ADV VERB VERB PUNCT 
1,-14.944100519482525,-10.073617806421057,NOUN ADP NOUN NOUN NOUN ADV VERB ADJ NOUN PUNCT 
2,-63.31702348570274,-47.89654796551017,NOUN PART NOUN NOUN NOUN ADJ NOUN PROPN VERB VERB PUNCT NOUN ADP NOUN PART VERB VERB PART PUNCT VERB NUM NUM NOUN NOUN VERB NOUN PUNCT 
3,-23.313333508738733,-15.388789706251437,VERB PUNCT PRON CCONJ NOUN PART NOUN ADV VERB PUNCT 
4,-26.503816363140384,-19.25042335305367,NUM NUM PUNCT PROPN NOUN NOUN ADV ADP PRON VERB NOUN NOUN PUNCT 
5,-22.003377168923045,-15.602061858151037,ADJ PART NOUN ADV ADP DET NOUN NOUN PART NOUN VERB PUNCT 
6,-2.730273620138629,-2.7781831512712967,X NOUN NOUN PUNCT NOUN 
7,-19.697596264613075,-16.90887194602785,ADV VERB PART VERB NUM NOUN VERB NOUN NOUN CCONJ NOUN PUNCT 
8,-20.298306675111007,-14.617153754972989,SCONJ X PROPN VERB VERB PROPN ADV ADV VERB PUNCT 
9,-8.741402985873249,-5.485960905232273,PROPN ADV VERB NOUN VERB NOUN PUNCT 
10,-24.425689447826684,-19.683245581524062,PROPN PART PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN ADV ADV VERB PROPN PUNCT 
11,-22.728019062466366,-14.32461747745083,PRON VERB DET NOUN NOUN ADV VERB PART PROPN NOUN PUNCT 
12,-19.498352229937367,-14.059096940577561,VERB NOUN ADP NOUN VERB CCONJ VERB PART NOUN PUNCT 
13,-32.962755318717825,-24.773842317851535,PRON VERB NOUN ADV VERB NOUN NOUN PUNCT VERB ADP NOUN PART NOUN CCONJ NOUN NOUN NOUN PUNCT 
14,-62.57133488319821,-45.40687347538368,PRON ADV VERB VERB NOUN CCONJ VERB NOUN PUNCT ADP NOUN ADV VERB NOUN PART NOUN NOUN PUNCT VERB NOUN VERB PUNCT NOUN VERB PUNCT NOUN NOUN PART PUNCT 
15,-4.848882896005837,-2.249240695353652,PRON ADP NOUN VERB PUNCT 
16,-34.04096480423324,-30.568289541258963,ADV VERB NOUN PUNCT ADP DET NOUN VERB NUM PUNCT NUM PUNCT VERB NOUN PART NOUN PART PUNCT 
17,-56.753888845838574,-43.34115948053474,VERB VERB PROPN PART NOUN NOUN PUNCT PROPN VERB NOUN PART NOUN PUNCT PROPN PART NOUN PUNCT PROPN ADP PRON NOUN VERB NOUN PART NOUN PUNCT 
18,-5.222974935795807,-4.587141531508871,VERB NOUN CCONJ NOUN NOUN PUNCT 
