,en,zhs,zhs_ud
0,-18.24312506103558,-15.396188576773596,NUM PROPN NOUN NOUN ADV VERB VERB PUNCT 
1,-19.633507435399416,-19.139601327468323,NOUN ADP NOUN NOUN NOUN ADV VERB ADJ NOUN PUNCT 
2,-63.37956749832854,-54.748507624386285,NOUN PART NOUN NOUN NOUN ADJ NOUN PROPN VERB VERB PUNCT NOUN ADP NOUN PART VERB VERB PART PUNCT VERB NUM NUM NOUN NOUN VERB NOUN PUNCT 
3,-24.611772486791182,-22.04605545534249,VERB PUNCT PRON CCONJ NOUN PART NOUN ADV VERB PUNCT 
4,-31.72915663605386,-28.947709634931993,NUM NUM PUNCT PROPN NOUN NOUN ADV ADP PRON VERB NOUN NOUN PUNCT 
5,-27.690505933181967,-27.36982295832881,ADJ PART NOUN ADV ADP DET NOUN NOUN PART NOUN VERB PUNCT 
6,-12.162451184449468,-10.603961993955648,X NOUN NOUN PUNCT NOUN 
7,-29.052145275317386,-24.343384807441346,ADV VERB PART VERB NUM NOUN VERB NOUN NOUN CCONJ NOUN PUNCT 
8,-29.073407995741338,-28.187672168455784,SCONJ X PROPN VERB VERB PROPN ADV ADV VERB PUNCT 
9,-13.974298667860817,-12.073333516223746,PROPN ADV VERB NOUN VERB NOUN PUNCT 
10,-35.156821254713265,-35.12240944703119,PROPN PART PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN ADV ADV VERB PROPN PUNCT 
11,-25.266627855715935,-24.160463360782256,PRON VERB DET NOUN NOUN ADV VERB PART PROPN NOUN PUNCT 
12,-21.96338493675577,-20.333344674744325,VERB NOUN ADP NOUN VERB CCONJ VERB PART NOUN PUNCT 
13,-39.86584849582367,-35.99416998554108,PRON VERB NOUN ADV VERB NOUN NOUN PUNCT VERB ADP NOUN PART NOUN CCONJ NOUN NOUN NOUN PUNCT 
14,-66.59874644215016,-57.9257688050567,PRON ADV VERB VERB NOUN CCONJ VERB NOUN PUNCT ADP NOUN ADV VERB NOUN PART NOUN NOUN PUNCT VERB NOUN VERB PUNCT NOUN VERB PUNCT NOUN NOUN PART PUNCT 
15,-9.900587318276711,-10.432636877877188,PRON ADP NOUN VERB PUNCT 
16,-44.863985407853995,-39.97781813444097,ADV VERB NOUN PUNCT ADP DET NOUN VERB NUM PUNCT NUM PUNCT VERB NOUN PART NOUN PART PUNCT 
