,en,zhs,zhs_ud
0,-9.016577613533281,-4.981179261539582,NUM PROPN NOUN NOUN ADV VERB VERB PUNCT 
1,-11.333955141833828,-8.26146989471961,NOUN ADP NOUN NOUN NOUN ADV VERB ADJ NOUN PUNCT 
2,-61.52241469597445,-43.87321958292632,NOUN PART NOUN NOUN NOUN ADJ NOUN PROPN VERB VERB PUNCT NOUN ADP NOUN PART VERB VERB PART PUNCT VERB NUM NUM NOUN NOUN VERB NOUN PUNCT 
3,-13.720961754905767,-9.476219498613235,VERB PUNCT PRON CCONJ NOUN PART NOUN ADV VERB PUNCT 
4,-21.258850181549096,-14.265520671900852,NUM NUM PUNCT PROPN NOUN NOUN ADV ADP PRON VERB NOUN NOUN PUNCT 
5,-15.437231004624795,-12.382383806719135,ADJ PART NOUN ADV ADP DET NOUN NOUN PART NOUN VERB PUNCT 
6,-2.169053700369523,-1.3862943611198906,X NOUN NOUN PUNCT NOUN 
7,-17.27669108318729,-14.085967860476558,ADV VERB PART VERB NUM NOUN VERB NOUN NOUN CCONJ NOUN PUNCT 
8,-14.766086767804978,-12.496432946505834,SCONJ X PROPN VERB VERB PROPN ADV ADV VERB PUNCT 
9,-5.490619812339672,-3.5731297965399382,PROPN ADV VERB NOUN VERB NOUN PUNCT 
10,-19.1844144137573,-13.287600728942174,PROPN PART PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN ADV ADV VERB PROPN PUNCT 
11,-18.44254171620017,-11.492562963042145,PRON VERB DET NOUN NOUN ADV VERB PART PROPN NOUN PUNCT 
12,-15.353485455354367,-9.450413513333226,VERB NOUN ADP NOUN VERB CCONJ VERB PART NOUN PUNCT 
13,-25.948938522336043,-19.764214022162104,PRON VERB NOUN ADV VERB NOUN NOUN PUNCT VERB ADP NOUN PART NOUN CCONJ NOUN NOUN NOUN PUNCT 
14,-56.491616389327994,-42.369984144875374,PRON ADV VERB VERB NOUN CCONJ VERB NOUN PUNCT ADP NOUN ADV VERB NOUN PART NOUN NOUN PUNCT VERB NOUN VERB PUNCT NOUN VERB PUNCT NOUN NOUN PART PUNCT 
15,-3.6375861597263857,-1.7017131885432712,PRON ADP NOUN VERB PUNCT 
16,-33.72000943251152,-28.574190053261166,ADV VERB NOUN PUNCT ADP DET NOUN VERB NUM PUNCT NUM PUNCT VERB NOUN PART NOUN PART PUNCT 
17,-51.90714672981364,-39.79886085841364,VERB VERB PROPN PART NOUN NOUN PUNCT PROPN VERB NOUN PART NOUN PUNCT PROPN PART NOUN PUNCT PROPN ADP PRON NOUN VERB NOUN PART NOUN PUNCT 
18,-1.9126612420970932,-1.100396410461611,VERB NOUN CCONJ NOUN NOUN PUNCT 
19,-52.29519922568444,-38.009539751523,ADP VERB NOUN NOUN ADP PROPN PROPN PART NUM NUM NOUN PUNCT NOUN PUNCT NOUN NOUN NOUN ADV VERB VERB ADJ NOUN NOUN NOUN PART NOUN PUNCT 
20,-2.0238716905250254,-1.362804807882323,NOUN ADV VERB NOUN NOUN PUNCT 
21,0.0,0.0,NOUN VERB NUM 
22,-14.658001186497527,-16.191188480857637,NOUN ADP PROPN DET VERB ADP VERB NOUN NOUN VERB VERB PUNCT 
23,-6.59300743952844,-8.073895652329597,PRON ADV VERB VERB ADP NOUN CCONJ NOUN PUNCT 
24,-32.53527074774767,-26.605499191556888,PROPN NOUN VERB VERB VERB VERB PRON PUNCT ADV VERB NOUN VERB PUNCT PUNCT PROPN PUNCT PROPN PUNCT 
25,-7.105786129481272,-1.9407546336017498,DET VERB PROPN NOUN PART NOUN PUNCT 
26,-29.69099260593316,-25.48692466695287,PUNCT NOUN VERB PRON PUNCT PUNCT NOUN NOUN PROPN VERB NOUN VERB VERB PROPN PART NOUN 
27,0.0,0.0,VERB PART NOUN PUNCT 
28,-12.614528619245775,-7.613466167972318,ADV VERB NOUN VERB VERB NOUN PART NOUN NOUN PUNCT 
29,-3.0757749812275272,-1.260731138144545,NOUN ADP NOUN VERB PUNCT 
30,0.0,0.0,PROPN VERB PUNCT 
31,-77.70368499850291,-48.91363910374602,ADV NOUN NOUN PUNCT PROPN NOUN CCONJ NOUN PART PUNCT NOUN ADV VERB PART NOUN CCONJ NOUN NOUN PUNCT NUM NUM ADJ NOUN CCONJ NOUN NOUN VERB VERB PRON PART NOUN PUNCT 
32,-10.703174189893248,-6.108016949374054,NUM ADJ NOUN ADV ADV VERB ADJ NOUN PUNCT 
33,-35.57725674401829,-32.87509077627682,VERB PUNCT PRON NUM NUM VERB ADJ NOUN VERB ADP NOUN VERB DET PROPN PUNCT PROPN PUNCT VERB VERB PUNCT 
34,-11.511674683068577,-6.082661659332314,ADV NOUN ADV VERB ADJ PART NOUN PUNCT 
35,-17.453150795175816,-11.439519948739267,ADP VERB VERB VERB VERB PART NOUN PART ADJ NOUN PUNCT 
36,-2.5455312716044354,-1.561669590223553,NOUN VERB NUM NUM PUNCT 
37,-67.66624864470131,-53.21858206406497,ADV PUNCT NOUN NOUN ADP NOUN NOUN NOUN PUNCT VERB PROPN NOUN PUNCT NOUN PUNCT PROPN NOUN NOUN ADJ NOUN PUNCT PROPN NOUN NOUN PUNCT ADJ PROPN NOUN ADJ NOUN PUNCT 
