,en,zhs,zhs_ud
0,-12.798268757643939,-6.281149780709242,NUM PROPN NOUN NOUN ADV VERB VERB PUNCT 
1,-14.607985136764356,-9.368496204862419,NOUN ADP NOUN NOUN NOUN ADV VERB ADJ NOUN PUNCT 
2,-60.00784208922095,-45.44860631355943,NOUN PART NOUN NOUN NOUN ADJ NOUN PROPN VERB VERB PUNCT NOUN ADP NOUN PART VERB VERB PART PUNCT VERB NUM NUM NOUN NOUN VERB NOUN PUNCT 
3,-21.990394544960175,-14.609124928991331,VERB PUNCT PRON CCONJ NOUN PART NOUN ADV VERB PUNCT 
4,-25.732848497239853,-19.02158079676033,NUM NUM PUNCT PROPN NOUN NOUN ADV ADP PRON VERB NOUN NOUN PUNCT 
5,-21.333054213867644,-15.068878124462485,ADJ PART NOUN ADV ADP DET NOUN NOUN PART NOUN VERB PUNCT 
6,-2.7718538343219508,-2.772227290627506,X NOUN NOUN PUNCT NOUN 
7,-17.777752905795687,-16.389326406586036,ADV VERB PART VERB NUM NOUN VERB NOUN NOUN CCONJ NOUN PUNCT 
8,-20.03392210567173,-14.696025270280904,SCONJ X PROPN VERB VERB PROPN ADV ADV VERB PUNCT 
9,-8.654612610809473,-5.414464375863718,PROPN ADV VERB NOUN VERB NOUN PUNCT 
10,-23.744174388185808,-19.324218604278645,PROPN PART PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN ADV ADV VERB PROPN PUNCT 
11,-20.0630659776697,-13.51462219752843,PRON VERB DET NOUN NOUN ADV VERB PART PROPN NOUN PUNCT 
12,-18.18953250029538,-12.832179018863295,VERB NOUN ADP NOUN VERB CCONJ VERB PART NOUN PUNCT 
13,-32.07175299860427,-23.758882153265734,PRON VERB NOUN ADV VERB NOUN NOUN PUNCT VERB ADP NOUN PART NOUN CCONJ NOUN NOUN NOUN PUNCT 
14,-61.08140472952754,-44.0351316538207,PRON ADV VERB VERB NOUN CCONJ VERB NOUN PUNCT ADP NOUN ADV VERB NOUN PART NOUN NOUN PUNCT VERB NOUN VERB PUNCT NOUN VERB PUNCT NOUN NOUN PART PUNCT 
15,-4.772532753782364,-2.2617548696322944,PRON ADP NOUN VERB PUNCT 
16,-32.86557802159959,-29.604754844945596,ADV VERB NOUN PUNCT ADP DET NOUN VERB NUM PUNCT NUM PUNCT VERB NOUN PART NOUN PART PUNCT 
17,-55.52106082674877,-42.60987000724007,VERB VERB PROPN PART NOUN NOUN PUNCT PROPN VERB NOUN PART NOUN PUNCT PROPN PART NOUN PUNCT PROPN ADP PRON NOUN VERB NOUN PART NOUN PUNCT 
18,-5.249861243903824,-4.381306669199891,VERB NOUN CCONJ NOUN NOUN PUNCT 
19,-52.3900253659036,-39.951184323563915,ADP VERB NOUN NOUN ADP PROPN PROPN PART NUM NUM NOUN PUNCT NOUN PUNCT NOUN NOUN NOUN ADV VERB VERB ADJ NOUN NOUN NOUN PART NOUN PUNCT 
20,-6.026202500996815,-3.2055786180931425,NOUN ADV VERB NOUN NOUN PUNCT 
21,-4.180985586363131,-2.9893488684576868,NOUN VERB NUM 
22,-20.822649020010186,-20.64933844038212,NOUN ADP PROPN DET VERB ADP VERB NOUN NOUN VERB VERB PUNCT 
23,-10.850771149074626,-9.463612639603037,PRON ADV VERB VERB ADP NOUN CCONJ NOUN PUNCT 
24,-36.69910224317961,-28.747290598126437,PROPN NOUN VERB VERB VERB VERB PRON PUNCT ADV VERB NOUN VERB PUNCT PUNCT PROPN PUNCT PROPN PUNCT 
25,-11.001932047574194,-6.391061928954452,DET VERB PROPN NOUN PART NOUN PUNCT 
26,-34.873456968234876,-28.486474782385407,PUNCT NOUN VERB PRON PUNCT PUNCT NOUN NOUN PROPN VERB NOUN VERB VERB PROPN PART NOUN 
27,-5.092163041168329,-0.8099114999771292,VERB PART NOUN PUNCT 
28,-16.45071112035959,-10.818344707577719,ADV VERB NOUN VERB VERB NOUN PART NOUN NOUN PUNCT 
29,-4.368616159221316,-2.2210767360095205,NOUN ADP NOUN VERB PUNCT 
30,-2.264185406432012,-1.4556406830000965,PROPN VERB PUNCT 
31,-72.86798835187311,-47.35836209885865,ADV NOUN NOUN PUNCT PROPN NOUN CCONJ NOUN PART PUNCT NOUN ADV VERB PART NOUN CCONJ NOUN NOUN PUNCT NUM NUM ADJ NOUN CCONJ NOUN NOUN VERB VERB PRON PART NOUN PUNCT 
32,-11.051814968645415,-7.790826007644536,NUM ADJ NOUN ADV ADV VERB ADJ NOUN PUNCT 
33,-48.28527556861744,-38.66874267296393,VERB PUNCT PRON NUM NUM VERB ADJ NOUN VERB ADP NOUN VERB DET PROPN PUNCT PROPN PUNCT VERB VERB PUNCT 
34,-16.489424058266927,-7.336273183805424,ADV NOUN ADV VERB ADJ PART NOUN PUNCT 
35,-25.395258337014987,-14.781701617522252,ADP VERB VERB VERB VERB PART NOUN PART ADJ NOUN PUNCT 
36,-6.97311400123927,-3.732995081463036,NOUN VERB NUM NUM PUNCT 
37,-62.63383636441529,-51.34720206065896,ADV PUNCT NOUN NOUN ADP NOUN NOUN NOUN PUNCT VERB PROPN NOUN PUNCT NOUN PUNCT PROPN NOUN NOUN ADJ NOUN PUNCT PROPN NOUN NOUN PUNCT ADJ PROPN NOUN ADJ NOUN PUNCT 
38,-26.537425999822776,-17.693379373041243,PROPN PROPN ADP PROPN VERB NOUN NUM NUM PROPN NOUN PART NOUN PUNCT 
39,-40.851427440969836,-42.052917789479785,X VERB PART PROPN CCONJ PROPN VERB NOUN VERB ADP DET NOUN CCONJ ADP DET NOUN ADV PUNCT VERB PUNCT PUNCT 
40,-20.878206543375224,-16.57506700949734,VERB PART ADV VERB PART PRON ADP NUM NOUN PUNCT 
41,-16.49739902408332,-9.521944964183044,ADV ADV PRON PART NOUN ADV VERB PUNCT 
42,-12.327561619705254,-6.916627936425111,NOUN VERB NOUN PART NOUN ADV VERB PUNCT 
43,-44.42937780596732,-33.42935759603593,DET NOUN NOUN CCONJ NOUN PUNCT NOUN CCONJ NOUN PART NOUN PUNCT PROPN NOUN PROPN NUM NUM VERB PROPN PART NOUN 
44,-5.220987173956106,-4.196590368764003,PROPN NOUN PROPN VERB PUNCT 
45,-8.976064656477924,-6.630045933139793,PROPN CCONJ NOUN PROPN VERB PUNCT 
46,-50.37484768934001,-36.414019826958885,NOUN VERB NUM PART NOUN PUNCT ADV PROPN NUM PROPN NOUN ADV VERB PUNCT ADV VERB VERB DET NOUN PART PUNCT 
47,-25.199346707926594,-21.000829912874455,PUNCT VERB PART DET NOUN VERB PRON NOUN PUNCT PROPN VERB PUNCT 
48,-22.395916237014834,-15.610048798517731,PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT NUM NUM ADJ PART NOUN 
49,-7.180588762553588,-4.609801088968508,NOUN NOUN VERB NOUN NOUN PUNCT 
50,-5.154797095825726,-4.832786159407303,PROPN PUNCT PROPN CCONJ PROPN NOUN 
51,0.0,0.0,NOUN NOUN 
52,-15.044597258186373,-9.77518413251777,PROPN PUNCT PROPN NOUN VERB NOUN VERB PART NOUN 
53,-12.15510028976103,-10.692909639317485,NOUN PART NOUN PUNCT ADJ NOUN VERB ADJ NOUN 
54,-21.95456364699102,-20.260055043731317,NOUN NOUN PART PROPN ADP DET NUM VERB ADJ NOUN PUNCT 
55,-13.725032570335978,-8.752097912251807,ADP PROPN ADV ADV VERB NOUN VERB PUNCT 
56,-29.88927974257504,-22.878657965470264,ADV VERB NOUN NOUN PART NOUN PROPN ADP DET NOUN PART NOUN NOUN VERB NOUN PUNCT 
57,-12.671214802010374,-6.032560873241996,VERB VERB PART NOUN NOUN NOUN PUNCT 
58,-1.1671776894114587,-0.9622167358165263,ADJ NOUN PUNCT 
59,-6.671913571667796,-3.5547513574346477,DET NOUN ADV VERB NOUN PUNCT 
60,-19.000934561163763,-14.224092044136695,VERB NOUN NOUN ADV VERB VERB DET NUM ADJ NOUN PUNCT 
61,-27.194914484063524,-17.796345314823007,PRON VERB X NOUN VERB VERB X VERB CCONJ VERB NOUN PUNCT 
62,-8.458099466580835,-8.204165965399785,NOUN NUM NOUN ADV VERB PART VERB PUNCT 
