,ngram,count
0,PROPN PROPN,106256
1,PROPN ADP,23498
2,ADP PROPN,68081
3,PROPN _,8338
4,_ _,150542
5,DET NOUN,195478
6,NOUN NOUN,64724
7,NOUN AUX,40692
8,AUX VERB,48379
9,VERB ADP,78685
10,PROPN CCONJ,16445
11,CCONJ ADP,3397
12,ADP DET,141414
13,DET ADV,5739
14,ADV ADJ,16017
15,ADJ NOUN,142778
16,NOUN CCONJ,40312
17,CCONJ NOUN,20386
18,NOUN ADP,167053
19,CCONJ PROPN,14092
20,PROPN PUNCT,87054
21,PUNCT _,136514
22,NOUN VERB,53641
23,VERB DET,69100
24,VERB VERB,18824
25,CCONJ VERB,16220
26,VERB PROPN,11561
27,PROPN DET,2173
28,NOUN PUNCT,166073
29,VERB PRON,18789
30,PRON VERB,46903
31,NOUN PART,21997
32,PART VERB,47926
33,VERB ADV,17558
34,DET PROPN,35903
35,PUNCT VERB,26895
36,CCONJ ADV,7154
37,ADV VERB,26684
38,VERB ADJ,17896
39,NOUN ADV,15751
40,ADV PUNCT,21036
41,ADJ CCONJ,7262
42,CCONJ ADJ,11310
43,VERB PART,19614
44,PART AUX,8724
45,AUX NOUN,4734
46,AUX ADV,19448
47,ADV PART,2272
48,ADP VERB,12201
49,ADP PRON,9251
50,PRON PUNCT,7489
51,PUNCT SCONJ,6684
52,SCONJ ADP,3616
53,ADP NOUN,59119
54,NOUN SCONJ,11342
55,SCONJ DET,19269
56,DET ADJ,77908
57,PRON ADJ,1470
58,NOUN ADJ,5305
59,ADJ PUNCT,19086
60,NOUN PRON,9093
61,ADJ ADJ,19038
62,PUNCT DET,30825
63,VERB NOUN,35836
64,VERB PUNCT,26454
65,PUNCT PUNCT,23811
66,VERB SCONJ,16147
67,VERB AUX,9998
68,ADV ADV,10125
69,ADV DET,8540
70,VERB SYM,345
71,SYM NUM,2468
72,NUM NUM,1986
73,NUM ADP,4824
74,DET AUX,8346
75,AUX PART,13615
76,PUNCT NOUN,26798
77,PROPN VERB,25930
78,DET VERB,14758
79,PUNCT ADJ,19008
80,PUNCT ADV,12811
81,ADP NUM,11086
82,NUM SCONJ,254
83,SCONJ PRON,12192
84,NOUN DET,12932
85,ADV ADP,11002
86,PUNCT PROPN,35839
87,PROPN PART,14873
88,PART ADJ,5249
89,AUX ADJ,15083
90,ADJ ADP,12229
91,DET NUM,4518
92,NUM PROPN,2675
93,NUM CCONJ,1079
94,CCONJ DET,13654
95,AUX DET,21441
96,PART PROPN,3181
97,PART NOUN,11818
98,PUNCT AUX,6611
99,NUM PUNCT,13208
100,NOUN PROPN,10257
101,PROPN AUX,15555
102,PROPN NUM,7473
103,PROPN NOUN,21913
104,NOUN _,3272
105,VERB CCONJ,6038
106,NUM SYM,692
107,PRON PRON,2455
108,PRON AUX,36294
109,ADJ ADV,1615
110,ADP ADP,5604
111,PUNCT PART,2104
112,VERB NUM,3432
113,NUM ADJ,2885
114,ADP ADV,4538
115,ADJ NUM,1751
116,NUM NOUN,19355
117,AUX PROPN,1620
118,CCONJ PRON,6572
119,ADJ PROPN,14145
120,AUX ADP,5145
121,ADV NOUN,2895
122,PUNCT ADP,13799
123,ADP ADJ,29814
124,PRON NUM,107
125,DET ADP,3239
126,AUX NUM,1832
127,AUX PUNCT,2494
128,SCONJ VERB,2339
129,PUNCT CCONJ,21090
130,ADV AUX,6079
131,ADV PRON,6833
132,ADJ SCONJ,6420
133,SCONJ PROPN,5710
134,SCONJ PUNCT,1572
135,PRON DET,2701
136,DET DET,3706
137,PROPN ADV,3997
138,ADV SCONJ,4277
139,SCONJ ADV,1329
140,ADV NUM,2635
141,PROPN ADJ,1680
142,ADJ PART,4638
143,CCONJ AUX,2808
144,PRON PART,1951
145,PUNCT PRON,19403
146,ADP PUNCT,5402
147,ADP CCONJ,1110
148,PRON ADP,4680
149,ADV CCONJ,1944
150,AUX AUX,6912
151,DET PUNCT,5316
152,PUNCT NUM,5799
153,ADP AUX,834
154,DET PRON,2391
155,PRON ADV,6165
156,PROPN SCONJ,2063
157,NUM _,1029
158,CCONJ NUM,1434
159,PRON CCONJ,1258
160,ADP PART,787
161,PART ADV,3423
162,NUM PART,443
163,ADJ AUX,986
164,PART NUM,607
165,ADJ _,204
166,PRON NOUN,809
167,SCONJ NOUN,5419
168,PART ADP,608
169,PART DET,1472
170,NOUN NUM,1456
171,SCONJ SCONJ,1139
172,SCONJ PART,478
173,ADP SCONJ,909
174,CCONJ SCONJ,1610
175,SCONJ ADJ,3755
176,PROPN PRON,1599
177,PUNCT X,807
178,X VERB,87
179,ADP SYM,764
180,AUX SCONJ,1546
181,ADJ VERB,1977
182,ADP X,270
183,X ADP,62
184,X PART,14
185,X PROPN,532
186,X AUX,20
187,AUX PRON,3623
188,NUM VERB,1021
189,X PUNCT,1686
190,ADJ DET,759
191,SCONJ CCONJ,143
192,SCONJ NUM,2408
193,ADJ PRON,673
194,NUM ADV,449
195,PRON SCONJ,1464
196,PRON PROPN,530
197,NUM AUX,672
198,PART PUNCT,1385
199,NUM DET,421
200,ADV PROPN,1821
201,SCONJ SYM,102
202,DET SYM,257
203,CCONJ PUNCT,1358
204,CCONJ CCONJ,47
205,PART SCONJ,196
206,CCONJ PART,1411
207,NOUN SYM,608
208,CCONJ SYM,918
209,PUNCT SYM,623
210,SCONJ _,14
211,SCONJ AUX,321
212,PART PART,614
213,INTJ VERB,353
214,VERB _,459
215,DET CCONJ,253
216,SYM DET,40
217,ADV SYM,102
218,AUX SYM,46
219,SYM PROPN,1935
220,PROPN SYM,710
221,INTJ PUNCT,1453
222,DET SCONJ,178
223,SYM NOUN,748
224,PRON SYM,64
225,SYM PRON,46
226,PART CCONJ,172
227,ADP _,82
228,PART PRON,438
229,PUNCT INTJ,991
230,PART _,12
231,ADV _,161
232,CCONJ X,105
233,X PRON,27
234,PRON _,84
235,ADJ SYM,168
236,AUX CCONJ,256
237,X NOUN,183
238,NUM PRON,169
239,AUX _,35
240,INTJ NOUN,65
241,DET PART,200
242,X X,383
243,VERB X,71
244,SYM PUNCT,40
245,X DET,66
246,SCONJ X,18
247,NUM X,11
248,X NUM,11
249,SYM ADJ,166
250,CCONJ _,31
251,X _,225
252,DET _,62
253,SYM VERB,77
254,X ADV,16
255,PART X,4
256,X ADJ,45
257,X CCONJ,32
258,PROPN X,501
259,PART SYM,49
260,VERB INTJ,85
261,INTJ INTJ,95
262,PART INTJ,7
263,NOUN INTJ,47
264,INTJ PRON,123
265,AUX INTJ,28
266,CCONJ INTJ,99
267,INTJ ADV,63
268,INTJ PROPN,145
269,DET X,67
270,ADP INTJ,19
271,INTJ CCONJ,26
272,PROPN INTJ,58
273,INTJ AUX,70
274,NOUN X,261
275,ADV INTJ,58
276,INTJ X,13
277,X SCONJ,12
278,PRON INTJ,35
279,INTJ NUM,7
280,PRON X,14
281,INTJ DET,44
282,SYM SYM,8
283,AUX X,12
284,DET INTJ,12
285,INTJ ADP,98
286,SCONJ INTJ,13
287,ADV X,23
288,INTJ _,19
289,INTJ ADJ,31
290,ADJ INTJ,14
291,ADJ X,32
292,X SYM,18
293,SYM AUX,4
294,X INTJ,10
295,SYM ADV,15
296,INTJ PART,5
297,INTJ SCONJ,16
298,SYM ADP,28
299,SYM CCONJ,6
300,INTJ SYM,4
301,SYM X,40
302,NUM INTJ,6
303,SYM _,1
304,SYM PART,2
305,SYM SCONJ,1
306,NOUN SPACE,1
307,SPACE PROPN,1
